Ad?,Company Name,Stars,Phone Number,Yelp URL,Company URL,Email,Street Address,City,State,ZIP,Contacted?,83
Ad,Lionel Bissoon,N/A,(929) 277-0332,http://www.yelp.com/biz/lionel-bissoon-new-york,http://www.Mesotherapy.com,,10 West 74 StSuite 1E,New York,NY,10023,,
Natural,C Andrew Salzberg MD,N/A,(800) 433-7410,http://yelp.com/biz/c-andrew-salzberg-md-tarrytown?osq=plastic+surgery,http://www.mybreastreconstruction.com/,,155 White Plains RoadSuite 109,Tarrytown,NY,10591,,
Natural,Naturally Beau,5,(631) 813-9199,http://yelp.com/biz/naturally-beau-huntington?osq=plastic+surgery,http://www.naturallybeau.com/,,295 W Jericho Tpke,Huntington,NY,11746,,
Natural,New Image Laser And Med Spa,N/A,(914) 771-5700,http://yelp.com/biz/new-image-laser-and-med-spa-eastchester?osq=plastic+surgery,http://www.newimagelaserandmedspa.com/,,132 Fisher Ave,Eastchester,NY,10709,,
Natural,New York Center For Facial Plastic & Laser Surgery,2.5,(516) 773-4646,http://yelp.com/biz/new-york-center-for-facial-plastic-and-laser-surgery-great-neck-2?osq=plastic+surgery,http://www.newyorkfacialplasticsurgery.com,,440 Northern Blvd,Great Neck,NY,11021,,
Natural,North Shore Cosmetic Medical Center,N/A,(516) 496-9797,http://yelp.com/biz/north-shore-cosmetic-medical-center-syosset?osq=plastic+surgery,http://www.northshorecosmeticmedicalcenter.com,,239 Jericho Tpke,Syosset,NY,11791,,
Natural,Katz Roger B MD,3,(516) 496-9797,http://yelp.com/biz/katz-roger-b-md-syosset?osq=plastic+surgery,http://www.northshorecosmeticmedicalcenter.com/meet-our-team/roger-b-katz-m-d/,,239 Jericho Tpke,Syosset,NY,11791,,
Natural,Long Island Jewish Medical Center,3.5,(718) 470-7000,http://yelp.com/biz/long-island-jewish-medical-center-new-hyde-park?osq=plastic+surgery,http://www.northshorelij.com/hospitals/location/lij-medical-center,,270-05 76th Ave,New Hyde Park,NY,11040,,
Ad,"Nadia Afridi, MD",5,(212) 421-5100,http://www.yelp.com/biz/nadia-afridi-md-new-york,http://www.nycfemaleplasticsurgeon.com,,815 Park Ave,New York,NY,10021,,
Natural,Cosmetic Surgery Associates of New York,N/A,(914) 421-0113,http://yelp.com/biz/cosmetic-surgery-associates-of-new-york-carmel-2?osq=plastic+surgery,http://www.nycosmeticmd.com,,686 Stoneleigh Avenue,Carmel,NY,10512,,
Natural,"Douglas Senderoff, MD, FACS - Plastic Surgeon",N/A,(914) 934-5000,http://yelp.com/biz/douglas-m-senderoff-md-rye-brook?osq=plastic+surgery,http://www.plasticsurgeonwestchesterny.com,,90 S Ridge St,Rye Brook,NY,10573,,
Natural,Plastic Surgery Associates of New York,N/A,(914) 237-6002,http://yelp.com/biz/plastic-surgery-associates-of-new-york-yonkers-3?osq=plastic+surgery,http://www.plasticsurgeryassociatesny.com,,955 Yonkers AveSte 17,Yonkers,NY,10704,,
Natural,Plastic Surgery Of Westchester,5,(914) 771-7373,http://yelp.com/biz/plastic-surgery-of-westchester-harrison?osq=plastic+surgery,http://www.plasticsurgeryofwestchester.com,,500 Mamaroneck Ave,Harrison,NY,10528,,
Natural,Plastic Surgery Group,4,(516) 466-7000,http://yelp.com/biz/plastic-surgery-group-great-neck?osq=plastic+surgery,http://www.plasticsurgerypc.com,,650 Northern Blvd,Great Neck,NY,11021,,
Natural,The Plastic Surgery Group - Mark I Silberman MD,5,(516) 888-9251,http://yelp.com/biz/the-plastic-surgery-group-mark-i-silberman-md-great-neck?osq=plastic+surgery,http://www.plasticsurgerypc.com/index.html,,650 Northern Blvd,Great Neck,NY,11021,,
Natural,Plastic & Reconstructive Surgery PC,N/A,(914) 242-7610,http://yelp.com/biz/plastic-and-reconstructive-surgery-pc-mount-kisco?osq=plastic+surgery,http://www.plasticsurgeryweb.com,,400 E Main St,Mount Kisco,NY,10549,,
Natural,North Shore Center For Plastic Surgery,N/A,(516) 472-2110,http://yelp.com/biz/north-shore-center-for-plastic-surgery-great-neck?osq=plastic+surgery,http://www.plssurgery.com,,935 Northern BlvdSte 202,Great Neck,NY,11021,,
Ad,Precision Aesthetics,5,(212) 799-1411,http://www.yelp.com/biz/precision-aesthetics-new-york,http://www.precisionaestheticsmd.com/,,10 W 74th StSte 1A,New York,NY,10023,,
Natural,Progressive Oral Surgery & Implantology of Long Island,3,(516) 741-4415,http://yelp.com/biz/progressive-oral-surgery-and-implantology-of-long-island-garden-city?osq=plastic+surgery,http://www.progressiveoralsurgery.com,,601 Franklin AveSte 110,Garden City,NY,11530,,
Natural,Advanced Plastic Surgery Center,N/A,(914) 207-0301,http://yelp.com/biz/advanced-plastic-surgery-center-white-plains-2?osq=plastic+surgery,http://www.psurgery.com,,311 North St,White Plains,NY,10605,,
Natural,"Thomas Davenport - Reconstructive Spine Surgery, PC",N/A,(516) 739-9270,http://yelp.com/biz/thomas-davenport-reconstructive-spine-surgery-pc-garden-city?osq=plastic+surgery,http://www.reconstructivespinesurgery.com,,600 Old Country RdSte 226,Garden City,NY,11530,,
Natural,"Marc Agulnick, MD",1,(516) 739-9270,http://yelp.com/biz/marc-agulnick-md-garden-city-3?osq=plastic+surgery,http://www.reconstructivespinesurgery.com/about/spine-doctor-agulnick.cfm,,"Reconstructive Spine Surgery600 Old Country Rd, Ste 226",Garden City,NY,11530,,
Natural,Benjamin R Cohen,N/A,(516) 739-9270,http://yelp.com/biz/benjamin-r-cohen-garden-city-3?osq=plastic+surgery,http://www.reconstructivespinesurgery.com/about/spine-doctor-cohen.cfm,,"Reconstructive Spine Surgery600 Old Country Rd, Ste 226",Garden City,NY,11530,,
Natural,"Robert M. Freund, MD",N/A,(516) 365-8100,http://yelp.com/biz/robert-m-freund-md-manhasset?osq=plastic+surgery,http://www.robertfreundmd.com,,1129 Northern BlvdSte 403,Manhasset,NY,11030,,
Natural,Ageless Plastic Surgery,5,(914) 686-7770,http://yelp.com/biz/ageless-plastic-surgery-white-plains?osq=plastic+surgery,http://www.rothausmd.com,,2 Greenridge Ave,White Plains,NY,10605,,
Natural,"Ameet Goyal, MD",N/A,(914) 921-6966,http://yelp.com/biz/ameet-goyal-md-rye-2?osq=plastic+surgery,http://www.ryeeye.com,,Rye Eye Associates167 Purchase St,Rye,NY,10580,,
Natural,Sachem Eye Care,4,(631) 588-7004,http://yelp.com/biz/sachem-eye-care-ronkonkoma?osq=plastic+surgery,http://www.sachemeyecare.com,,388 Hawkins AveSte 2,Ronkonkoma,NY,11779,,
Natural,Sasson Plastic Surgery,5,(516) 487-5017,http://yelp.com/biz/sasson-plastic-surgery-great-neck?osq=plastic+surgery,http://www.sassonplasticsurgery.com,,1000 Northern BlvdSte 370,Great Neck,NY,11021,,
Ad,Schweiger Dermatology,N/A,(914) 214-4561,http://www.yelp.com/biz/schweiger-dermatology-yonkers-3,http://www.schweigerderm.com/locations/new-york/westchester/,,657 Yonkers Ave,Yonkers,NY,10704,,
Natural,"Scott Wells, MD",N/A,(516) 482-6767,http://yelp.com/biz/scott-wells-md-great-neck?osq=plastic+surgery,http://www.scottwellsmd.com,,600 Northern BlvdSte 210,Great Neck,NY,11021,,
Natural,Spa Chiara Wellness Center,1,(914) 752-6850,http://yelp.com/biz/spa-chiara-wellness-center-mount-kisco?osq=plastic+surgery,http://www.spachiara.com,,333 N Bedford Rd,Mount Kisco,NY,10549,,
Ad,"T.Y. Steven Ip, M.D., F.A.C.S.",5,(855) 742-8800,http://www.yelp.com/biz/t-y-steven-ip-m-d-f-a-c-s-new-york,http://www.surgery-plasticsurgeon.com/,,799 Park Ave,New York,NY,10021,,
Natural,Syosset Plastic Surgery,N/A,(516) 221-2552,http://yelp.com/biz/syosset-plastic-surgery-syosset?osq=plastic+surgery,http://www.syossetplasticsurgery.com,,175 Jericho TpkeSte 212,Syosset,NY,11791,,
Ad,True & Dorin: The Hair Loss Doctors,5,(212) 826-2525,http://www.yelp.com/biz/true-and-dorin-the-hair-loss-doctors-new-york,http://www.truedorin.com/,,"True &amp; Dorin499 7th Ave, Fl 24, South Tower",New York,NY,10018,,
Natural,Vogue Plastic Surgery,N/A,(718) 321-8950,http://yelp.com/biz/vogue-plastic-surgery-flushing?osq=plastic+surgery,http://www.vogueps.com/,,136-20 38th Ave,Flushing,NY,11354,,
Natural,"Barbara Weiss, MS LAc",N/A,(914) 450-0955,http://yelp.com/biz/barbara-weiss-ms-lac-mamaroneck?osq=plastic+surgery,http://www.weissacupuncture.com,,,Mamaroneck,NY,,,
Natural,West Hills Cavi-Lipo Center,5,(631) 659-2980,http://yelp.com/biz/west-hills-cavi-lipo-center-huntington-2?osq=plastic+surgery,http://www.westhillscavilipocenter.com/,,400 W Jericho Tpke,Huntington,NY,11743,,
Natural,"Suzman Michael, MD",5,(914) 848-8880,http://yelp.com/biz/suzman-michael-md-purchase?osq=plastic+surgery,http://www.westmedgroup.com/plasticsurgery,,3030 Westchester Ave,Purchase,NY,10577,,
Ad,West Village Plastic Surgery,5,(646) 725-8447,http://www.yelp.com/biz/west-village-plastic-surgery-new-york-2,http://www.westvillageplasticsurgery.com/,,115 Washington PlaceUnit B,New York,NY,10014,,
Natural,Cameo Surgery,4,(631) 232-2636,http://yelp.com/biz/cameo-surgery-central-islip?osq=plastic+surgery,https://cameosurgerycenter.com/,,3750 Express Dr S,Central Islip,NY,11749,,
Natural,Plastic & Reconstructive Surgery,N/A,(631) 444-4666,http://yelp.com/biz/plastic-and-reconstructive-surgery-east-setauket?osq=plastic+surgery,,,,,,,,
