Ad?,Company Name,Stars,Phone Number,Yelp URL,Company URL,Email,Street Address,City,State,ZIP
Natural,Eye Care Optometry Of San Gabriel,5,(626) 291-2020,http://yelp.com/biz/eye-care-optometry-of-san-gabriel-san-gabriel,http://www.sgeyecare.com,,417 S San Gabriel BlvdSte B,San Gabriel,CA,91776
Natural,Eye See Optometry,5,(310) 830-2201,http://yelp.com/biz/eye-see-optometry-carson,http://www.eyeseeoptometrycarson.com,,22215 Avalon Blvd,Carson,CA,90745
Ad,Eye Smart Optometry,5,(714) 786-8468,http://www.yelp.com/biz/eye-smart-optometry-westminster-2,http://www.eyesmartoptometry.com,,9200 Bolsa AveSte 119A,Westminster,CA,92683
Natural,Eye Treatment Center,5,(562) 988-8668,http://yelp.com/biz/eye-treatment-center-long-beach-2,http://www.eyetreatmentcenter.com/,,3900 Long Beach Blvd,Long Beach,CA,90807
Ad,Eye Zone Optometry,4.5,(310) 375-9230,http://www.yelp.com/biz/eye-zone-optometry-torrance,http://www.eyezone.org,,3871 Pacific Coast Hwy,Torrance,CA,90505
Natural,EyeCare Unlimited,4.5,(951) 353-2020,http://yelp.com/biz/eyecare-unlimited-riverside,http://eyecare-unlimited.com,,10440 Magnolia Ave,Riverside,CA,92505
Natural,EyeCon Optometry,4.5,(818) 345-2010,http://yelp.com/biz/eyecon-optometry-reseda-2,http://www.eyeconsee.com,,7217 Reseda Blvd,Reseda,CA,91335
Natural,Eyed LA Optometry,5,(424) 208-3107,http://yelp.com/biz/eyed-la-optometry-los-angeles,http://www.eyedla.com,,12222 Wilshire BlvdSte 105,Los Angeles,CA,90025
Natural,EyeGen Vision Center Optometry,5,(714) 841-9888,http://yelp.com/biz/eyegen-vision-center-optometry-huntington-beach-2,http://www.eyegenvision.com/,,17122 Beach BlvdSte 203,Huntington Beach,CA,92647
Natural,Eyeglass Factory,4,(805) 642-2222,http://yelp.com/biz/eyeglass-factory-ventura,http://eyeglassfactory.com/,,4051 E Main St,Ventura,CA,93003
Natural,Eyemax Optometry,4,(714) 637-9999,http://yelp.com/biz/eyemax-optometry-orange,http://www.eyemaxoptometry.org,,2097 N Tustin St,Orange,CA,92865
Natural,Eyes On Redondo Optometry,4,(310) 318-6665,http://yelp.com/biz/eyes-on-redondo-optometry-redondo-beach,http://eyes4exam.com,,403 N Pacific Coast HwySuite 108,Redondo Beach,CA,90277
Natural,Eyestyles For Lifestyles,4,(949) 837-2121,http://yelp.com/biz/eyestyles-for-lifestyles-lake-forest,http://www.eyestyleslakeforest.com,,22681 Lake Forest DrSte A2,Lake Forest,CA,92630
Natural,F Y Eye Optometry Center,4,(818) 996-3233,http://yelp.com/biz/f-y-eye-optometry-center-tarzana,http://www.fyeyevision.net,,18963 Ventura Blvd,Tarzana,CA,91356
Natural,Family Optometry,5,(714) 899-8991,http://yelp.com/biz/family-optometry-westminster,http://www.familyoptometry.com,,9039 Bolsa AveSte 110,Westminster,CA,92683
Natural,Family Optometry Center of Simi Valley,5,(805) 520-0900,http://yelp.com/biz/family-optometry-center-of-simi-valley-simi-valley,http://www.familyoptometrysimi.com/,,1407 E Los Angeles AveSte S,Simi Valley,CA,93065
Natural,Family Optometry of Irvine,5,(714) 730-2020,http://yelp.com/biz/family-optometry-of-irvine-irvine-2,http://www.familyoptometryofirvine.net,,Orchard Hills Village Ctr3873 Portola Pkwy,Irvine,CA,92602
Ad,"Farshad Malekmehr, MD",5,(661) 799-7459,http://www.yelp.com/biz/farshad-malekmehr-md-valencia,http://wwww.5starveinclinic.wordpress.com,,23823 Valencia BlvdSte 150,Valencia,CA,91355
Natural,Fashion Eyes Optometry,5,(626) 839-1010,http://yelp.com/biz/fashion-eyes-optometry-west-covina,http://www.fashioneyes.net,,4141 S Nogales StSte A,West Covina,CA,91792
Natural,"Ferzaad Moosa, MD",4.5,(877) 765-2198,http://yelp.com/biz/ferzaad-moosa-md-encino,http://www.exceleye.com,,16542 Ventura BlvdSte 400,Encino,CA,91436
Natural,"Foad J Shirazian, OD",5,(818) 757-3200,http://yelp.com/biz/foad-j-shirazian-od-tarzana,http://visioncare1.com,,18399 Ventura BlvdSte 10,Tarzana,CA,91356
Ad,Foothill Ranch Eye Care Optometry,5,(949) 264-3931,http://www.yelp.com/biz/foothill-ranch-eye-care-optometry-foothill-ranch,http://www.foothillrancheyecare.com,,26730 Towne Centre DrSte 204,Foothill Ranch,CA,92610
Ad,Fountain of Youth Cosmetic Center,5,(562) 584-8051,http://www.yelp.com/biz/fountain-of-youth-surgical-center-cerritos,http://www.wildwoodsurgicalcerritos.com/,,17100 Norwalk Blvd.Suite 111,Cerritos,CA,90703
Natural,Fountain Valley Optometry,5,(714) 210-2393,http://yelp.com/biz/fountain-valley-optometry-fountain-valley,http://www.fountainvalleyoptometry.com,,16027 Brookhurst StSte E,Fountain Valley,CA,92708
Natural,"Franz Michel, MD",5,(805) 499-2676,http://yelp.com/biz/franz-michel-md-thousand-oaks,http://www.goldcoastvision.com,,2239 Michael Dr,Thousand Oaks,CA,91320
Natural,Freedom Vision Surgery Center,5,(818) 783-2346,http://yelp.com/biz/freedom-vision-surgery-center-encino,http://freedomvisionsurgery.com,,16255 Ventura Blvd,Encino,CA,91436
Ad,"Gerald Minniti, MD FACS",5,(310) 275-0040,http://www.yelp.com/biz/gerald-minniti-md-facs-beverly-hills,http://www.drminniti.com,,120 S Spalding DrSte 330,Beverly Hills,CA,90212
Natural,Gerry Gee Optometry,5,(310) 830-7584,http://yelp.com/biz/gerry-gee-optometry-carson,http://www.gerrygeeoptometry.com,,22015 S Avalon BlvdSte A,Carson,CA,90745
Natural,Glendale Family Optometry,5,(818) 230-0550,http://yelp.com/biz/glendale-family-optometry-glendale,http://www.glendalefamilyoptometry.com,,413 E Glenoaks BlvdSte B,Glendale,CA,91207
Natural,Glenoaks Laser Center,4,(818) 551-0030,http://yelp.com/biz/glenoaks-laser-center-glendale,http://www.glenoakslasercenter.com,,530 W Glenoaks Blvd,Glendale,CA,91202
Natural,Global Eye and Laser Center,5,(888) 393-7382,http://yelp.com/biz/global-eye-and-laser-center-huntington-beach,http://www.globaleyeandlaser.com/,,18632 Beach BlvdSte 100,Huntington Beach,CA,92648
Natural,Gold Optometry,4.5,(213) 384-1001,http://yelp.com/biz/gold-optometry-los-angeles,http://www.goldoptometry.com,,833 S Western AveSte 2,Los Angeles,CA,90005
Natural,Golden Optometric Group,4.5,(562) 692-1208,http://yelp.com/biz/golden-optometric-group-whittier-2,http://www.goldenoptometric.com,,11245 E Washington Blvd,Whittier,CA,90606
Natural,Golden Rowland Heights Optometry,4.5,(626) 965-8698,http://yelp.com/biz/golden-rowland-heights-optometry-rowland-heights,http://goldenvision2020.com/,,1015 S Nogales StSte 109,Rowland Heights,CA,91748
Natural,Golden San Gabriel Optometric Vision Center,4,(626) 288-8023,http://yelp.com/biz/golden-san-gabriel-optometric-vision-center-san-gabriel,http://goldenvision2020.com,,140 W Valley BlvdSte 115,San Gabriel,CA,91776
Natural,Good Eye Optometry,4.5,(310) 440-9500,http://yelp.com/biz/good-eye-optometry-los-angeles,http://www.goodeyeoptometry.com/,,11718 Barrington Ct,Los Angeles,CA,90049
Natural,"Gottlieb Donald, OD",4,(562) 630-2020,http://yelp.com/biz/gottlieb-donald-od-lakewood-2,http://www.doctoreye.net/,,322 Lakewood Center Mall,Lakewood,CA,90712
Natural,"Grace K Wong, OD",4.5,(626) 356-8088,http://yelp.com/biz/grace-k-wong-od-pasadena,http://www.pasadenaeyecare.com,,80 N Lake AveSte 102,Pasadena,CA,91101
Natural,Grant Optometric Group,5,(714) 557-2020,http://yelp.com/biz/grant-optometric-group-costa-mesa,http://www.drgrant.net,,3140 Bear St,Costa Mesa,CA,92626
Natural,"Griffin T Powers, OD",5,(949) 495-3031,http://yelp.com/biz/griffin-t-powers-od-laguna-niguel,http://www.griffinoptometric.com/,,30030 Town Center Dr,Laguna Niguel,CA,92677
Natural,Harvard Eye Associates,4.5,(949) 951-2020,http://yelp.com/biz/harvard-eye-associates-laguna-hills,http://www.harvardeye.com,,24401 Calle de la LouisaSuite 300-312,Laguna Hills,CA,92653
Ad,Heejung Koh Optometry,5,(626) 854-1131,http://www.yelp.com/biz/heejung-koh-optometry-rowland-heights-2,http://www.drkohvision.com,,18337 Colima Rd,Rowland Heights,CA,91748
Natural,"Hermineh K Moradi, OD",5,(818) 937-9980,http://yelp.com/biz/hermineh-k-moradi-od-glendale-2,http://www.moradieyecare.com,,1577 E Chevy Chase DrSte 120,Glendale,CA,91206
Natural,Hertzog Eye Care,4.5,(562) 597-3100,http://yelp.com/biz/hertzog-eye-care-long-beach,http://www.hertzogeyecare.com/,,5094 E Los Coyotes Diagonal,Long Beach,CA,90815
Natural,Hip Optics Optometry,5,(951) 776-3100,http://yelp.com/biz/hip-optics-optometry-riverside,http://www.hipoptics.com,,19040 Van Buren BlvdSte 109,Riverside,CA,92508
Natural,Hodes Vision Optometry,5,(310) 475-1903,http://yelp.com/biz/hodes-vision-optometry-los-angeles,http://www.hodesvision.com,,10511 W Pico Blvd,Los Angeles,CA,90064
Natural,Hoff Optometry,5,(310) 452-4633,http://yelp.com/biz/hoff-optometry-venice,http://www.hoffoptometry.com/,,1636 Abbot Kinney Blvd,Venice,CA,90291
Natural,Hospitality Eyecare Center,5,(909) 383-5000,http://yelp.com/biz/hospitality-eyecare-center-san-bernardino,http://www.SeeToLive.com,,164 W Hospitality LnSte 7,San Bernardino,CA,92408
Ad,"Howard Gross, MD",4.5,(805) 618-1634,http://www.yelp.com/biz/howard-gross-md-santa-barbara,http://www.surgicalartsonstate.com,,,Santa Barbara,CA,93101
Natural,Huntington Beach Eye Consultants,5,(714) 367-4477,http://yelp.com/biz/huntington-beach-eye-consultants-huntington-beach,http://www.hbeyeconsultants.com,,18821 Delaware StSte 205,Huntington Beach,CA,92648
Natural,Huntington Valley Optometry,5,(714) 848-0028,http://yelp.com/biz/huntington-valley-optometry-westminster-4,http://www.huntingtonvalleyoptometry.com/,,16481 Magnolia St,Westminster,CA,92683
Natural,"I Sight Optometric Center, Inc.",4.5,(310) 475-7602,http://yelp.com/biz/i-sight-optometric-center-inc-los-angeles,http://www.isightoptometry.com/,,11755 Wilshire BlvdSte 35,Los Angeles,CA,90025
Natural,i2iOptometry,5,(949) 250-1415,http://yelp.com/biz/i2ioptometry-irvine,http://www.i2ioptometry.com/,,17320 Red Hill AveSte 170,Irvine,CA,92614
Natural,ICU Optometry,4,(626) 458-5393,http://yelp.com/biz/icu-optometry-san-gabriel,http://www.icuoptometry.com,,220  W Valley BlvdSte 202,San Gabriel,CA,91776
Ad,Ideal Face and Body,4.5,(424) 281-4328,http://www.yelp.com/biz/ideal-face-and-body-beverly-hills-4,http://www.idealfaceandbody.com/,,465 North Roxbury DrivePenthouse Suite,Beverly Hills,CA,90210
Natural,Image Perfect Laser,5,(949) 387-1404,http://yelp.com/biz/image-perfect-laser-irvine,http://www.imageperfectlaser.com,,4716 Barranca Pkwy,Irvine,CA,92604
Natural,Incredible Eye Care Optometry,4.5,(310) 326-2881,http://yelp.com/biz/incredible-eye-care-optometry-torrance,http://www.incredibleeyecare.com/,,2551 Pacific Coast Hwy,Torrance,CA,90505
Natural,Infinity EyeCare,5,(714) 970-2020,http://yelp.com/biz/infinity-eyecare-anaheim-hills,http://visionsource-infinityeyecare.com,,5475 E La Palma AveSte 209,Anaheim Hills,CA,92807
Natural,Infinity Optometry,4.5,(714) 256-2020,http://yelp.com/biz/infinity-optometry-fullerton,http://www.infinityoptometry.com,,1036 E Bastanchury RdSte B,Fullerton,CA,92835
Natural,Inland Eye Institute,5,(909) 825-3425,http://yelp.com/biz/inland-eye-institute-colton,http://www.inlandeye.com,,1900 E Washington St,Colton,CA,92324
Natural,Inland Eye LASIK & Aesthetic,4.5,(909) 937-9230,http://yelp.com/biz/inland-eye-lasik-and-aesthetic-rancho-cucamonga,http://www.inlandeye.com,,9481 Haven AveSte 200,Rancho Cucamonga,CA,91730
Natural,Instyle Optometry,4.5,(714) 635-1100,http://yelp.com/biz/instyle-optometry-anaheim,http://www.instyleoptometry.com/,,500 S Euclid StSte D,Anaheim,CA,92802
Natural,IQ Laser Vision,4.5,(626) 854-2020,http://yelp.com/biz/iq-laser-vision-city-of-industry-2,http://www.iqlaservision.com,,18725 Gale AveSte 140,City Of Industry,CA,91748
Natural,Irvine Optometry,4,(949) 477-2424,http://yelp.com/biz/irvine-optometry-irvine,http://www.irvineoptometry.net/,,17585 Harvard AveSte E,Irvine,CA,92614
Natural,Isight Vision Care,5,(714) 465-9978,http://yelp.com/biz/isight-vision-care-fountain-valley,http://isightvisioncare.com,,18693 Brookhurst St,Fountain Valley,CA,92708
Natural,Jackman Optometry,4.5,(714) 543-2022,http://yelp.com/biz/jackman-optometry-orange-3,http://www.jackmanoptometry.com,,890 W Town and Country Rd,Orange,CA,92868
Natural,Jade Healing Retreat,5,(310) 557-0500,http://yelp.com/biz/jade-healing-retreat-beverly-hills,http://www.jadehealingretreat.com,,239 S LaCienega BlvdSte 300,Beverly Hills,CA,90211
Natural,"James Khodabakhsh, MD",4.5,(310) 550-7888,http://yelp.com/biz/james-khodabakhsh-md-beverly-hills,http://www.90210eyes.com,,450 N Bedford Drive,Beverly Hills,CA,90210
Natural,"James L Cooperman, OD",5,(714) 963-2111,http://yelp.com/biz/james-l-cooperman-od-fountain-valley,http://www.drcoopermanoptometry.com,,18449 Brookhurst StSte 6,Fountain Valley,CA,92708
Natural,"James W Donovan, MD",5,(562) 421-2757,http://yelp.com/biz/james-w-donovan-md-long-beach,http://www.eyephysiciansoflongbeach.com/los-angeles/james-w-donovan-m-d.htm,,"Eye Physicians of Long Beach3325 Palo Verde Ave, Ste 103",Long Beach,CA,90808
Natural,"Jay Schlanger, OD",4.5,(818) 789-2030,http://yelp.com/biz/jay-schlanger-od-encino-2,http://visionsource-docjay.com,,16055 Ventura BlvdSte 690,Encino,CA,91436
Ad,JCPenney Optical,5,(814) 944-1492,http://www.yelp.com/biz/jcpenney-optical-northridge-3,http://www.jcpenneyoptical.com/stores/northridge-s-c-2/,,9301 Tampa,Northridge,CA,91324
Natural,"Jeffrey H Brown, OD",4,(714) 979-1811,http://yelp.com/biz/jeffrey-h-brown-od-costa-mesa,http://www.drjeffreybrownod.com,,1175 Baker StSte E-16,Costa Mesa,CA,92626
Ad,"Jilber Fouladian, OD",4.5,(310) 234-8900,http://www.yelp.com/biz/jilber-fouladian-od-los-angeles,http://losangeleseyeexam.com,,1312 Westwood Blvd,Los Angeles,CA,90024
Natural,"John D Hofbauer, MD",4.5,(310) 273-2333,http://yelp.com/biz/john-d-hofbauer-md-beverly-hills,http://www.eyedrs.com,,416 N Bedford DrSte 300,Beverly Hills,CA,90210
Natural,"John E Maanum, OD",5,(310) 553-7011,http://yelp.com/biz/john-e-maanum-od-los-angeles,http://www.visionsource-drmaanumoptometry.com/,,9701 W Pico BlvdSte 215,Los Angeles,CA,90035
Natural,"Jonathan Gording, OD",4,(310) 470-4289,http://yelp.com/biz/jonathan-gording-od-los-angeles-2,http://www.drgording.com,,2035 Westwood BlvdSte 101,Los Angeles,CA,90025
Natural,"Joseph S Powell, OD",5,(714) 964-3811,http://yelp.com/biz/joseph-s-powell-od-huntington-beach,http://www.drjosephpowell.com,,19746 Beach Blvd,Huntington Beach,CA,92648
Ad,"Joubin Gabbay, MD",4.5,(310) 205-9500,http://www.yelp.com/biz/joubin-gabbay-md-beverly-hills,http://GabbayPlasticSurgery.com,,433 North Camden DrSte 780,Beverly Hills,CA,90210
Natural,"Julie Berg Ryan, OD, MSEd",4,(949) 733-1400,http://yelp.com/biz/julie-berg-ryan-od-msed-irvine,http://www.drjulieryan.com,,4950 Barranca PkwySte 310,Irvine,CA,92604
Natural,Kagan Institute,5,(323) 937-2269,http://yelp.com/biz/kagan-institute-los-angeles,http://www.kaganinstitute.com,,5455 Wilshire BlvdSte 1714,Los Angeles,CA,90036
Natural,"Kavita Surti, Citrus Valley Eyecare",4.5,(626) 732-2200,http://yelp.com/biz/kavita-surti-citrus-valley-eyecare-covina,http://www.citrusvalleyeyecare.net,,475 W. Badillo St,Covina,CA,91723
Natural,"Kenneth Kim, MD",4,(213) 700-4297,http://yelp.com/biz/kenneth-kim-md-los-angeles,http://www.drkennethkim.com,,5757 Wilshire BlvdSte 348,Los Angeles,CA,90036
Natural,"Kenneth Lawenda, OD",5,(310) 276-5333,http://yelp.com/biz/kenneth-lawenda-od-beverly-hills,http://www.richlineye.com,,8907 Wilshire Blvd3 Fl,Beverly Hills,CA,90211
Natural,Khanna Institute of Lasik,5,(323) 577-5393,http://yelp.com/biz/khanna-institute-of-lasik-beverly-hills-3,http://www.khannainstitute.com,,240 S La Cienega BlvdSte 250,Beverly Hills,CA,90211
Natural,Khanna Institute of LASIK,4.5,(805) 230-2126,http://yelp.com/biz/khanna-institute-of-lasik-westlake-village-4,http://www.khannainstitute.com,,179 Auburn CtSte 1,Westlake Village,CA,91362
Natural,"Kristen Lee, OD",4.5,(310) 513-6900,http://yelp.com/biz/kristen-lee-od-carson,http://www.carsonoptometry.com/,,21739 Avalon Blvd,Carson,CA,90745
Natural,Kurata Eyecare Center,5,(213) 617-2020,http://yelp.com/biz/kurata-eyecare-center-los-angeles,http://www.kurataeyecare.com/,,200 S San Pedro StSte B,Los Angeles,CA,90012
Ad,"Kyle R Song, MD",5,(949) 701-4454,http://www.yelp.com/biz/kyle-r-song-md-irvine,http://www.songplasticsurgery.com,,4968 Booth CirSte 105,Irvine,CA,92604
Ad,L.A. Vein Center,4.5,(818) 325-0400,http://www.yelp.com/biz/l-a-vein-center-sherman-oaks-2,http://www.laveincenter.com/,,4955 Van Nuys BlvdSte 301,Sherman Oaks,CA,91403
Natural,La Habra Hills Optometry,4,(562) 697-6733,http://yelp.com/biz/la-habra-hills-optometry-la-habra,http://www.lhho.net,,601 E Whittier BlvdSte 102,La Habra,CA,90631
Ad,La Optometrique,5,(818) 990-8771,http://www.yelp.com/biz/la-optometrique-sherman-oaks,http://www.shermanoaksoptometry.com,,14106 Ventura Blvd Ste 101,Sherman Oaks,CA,91423
Natural,LA Sight,5,(310) 828-2020,http://yelp.com/biz/la-sight-los-angeles,http://www.la-sight.com/,,11600 Wilshire BlvdSte 200,Los Angeles,CA,90025
Natural,Ladera Ranch Optometry,4.5,(949) 218-2020,http://yelp.com/biz/ladera-ranch-optometry-ladera-ranch,http://www.lroptometry.com/,,25612 Crown Valley PkwySte L2,Ladera Ranch,CA,92694
Natural,LaFont Family Eyecare Optometry,4.5,(714) 521-3002,http://yelp.com/biz/lafont-family-eyecare-optometry-buena-park,http://lafontfamilyeyecare.com,,7960 Orangethorpe Ave,Buena Park,CA,90621
Natural,Laguna Coast Optometry,4.5,(949) 715-2499,http://yelp.com/biz/laguna-coast-optometry-laguna-beach,http://laguna2020vision.com/,,303 BroadwaySte  105,Laguna Beach,CA,92651
Natural,Laguna Eye Care,4.5,(949) 586-8980,http://yelp.com/biz/laguna-eye-care-laguna-woods,http://lagunaeye.com,,24100 El Toro Rd,Laguna Woods,CA,92637
Natural,Laguna Niguel Optometry,4,(949) 495-1610,http://yelp.com/biz/laguna-niguel-optometry-laguna-niguel-3,http://www.lagunanigueloptometry.com/,,30001 Crown Valley PkwySte F,Laguna Niguel,CA,92677
Natural,Larchmont Eyecare,4.5,(323) 467-7161,http://yelp.com/biz/larchmont-eyecare-los-angeles,http://larchmonteyecare.com,,321 N Larchmont BlvdSte 700,Los Angeles,CA,90004
Natural,"Lars H Hertzog, MD FACS",5,(562) 421-2757,http://yelp.com/biz/lars-h-hertzog-md-facs-long-beach-2,http://www.eplb.com,,"Eye Physicians of Long Beach3325 Palo Verde Ave, Ste 105",Long Beach,CA,90808
Natural,"Lasik Center Medical Group, Inc.",4.5,(949) 251-0229,http://yelp.com/biz/lasik-center-medical-group-inc-irvine-7,http://www.dralexandra.com,,"2192 Martin, Suite 135",Irvine,CA,92612
Natural,Lasik Empire Medical Corp,5,(951) 687-5312,http://yelp.com/biz/lasik-empire-medical-corp-riverside,http://www.lasikempire.com/,,9496 Magnolia AveSte 102A,Riverside,CA,92503
Natural,Lasik Eye Center,4.5,(213) 384-5222,http://yelp.com/biz/lasik-eye-center-los-angeles-2,http://www.leelasik.com,,3920 Wilshire Blvd,Los Angeles,CA,90010
Natural,"Lawrence M Hopp, MD",4.5,(310) 275-7848,http://yelp.com/biz/lawrence-m-hopp-md-beverly-hills,http://bhcvc.com/,,8641 Wilshire BlvdSte 312,Beverly Hills,CA,90211
Natural,Lee Eyecare,5,(626) 442-6620,http://yelp.com/biz/lee-eyecare-el-monte,http://www.leeeyecare.com,,10614 Lower Azusa Rd,El Monte,CA,91731
Natural,Lenhardt Optometric Group,5,(714) 525-3350,http://yelp.com/biz/lenhardt-optometric-group-fullerton,http://www.fullertoneyecare.com/,,501 N Cornell Ave,Fullerton,CA,92831
Natural,"Leon Hoffman, OD",5,(818) 241-7719,http://yelp.com/biz/leon-hoffman-od-glendale,http://www.hoffmanoptometry.com,,113 E Broadway,Glendale,CA,91205
Natural,Lifetime Optometry,4,(951) 734-2001,http://yelp.com/biz/lifetime-optometry-corona,http://www.eyes4life.com/,,1400 W 6th StSte 101,Corona,CA,92882
Natural,Lift MD Aesthetics,4.5,(310) 285-0400,http://yelp.com/biz/lift-md-aesthetics-beverly-hills,http://www.liftmd.com,,436 N Bedford DrSte 301,Beverly Hills,CA,90210
Natural,Linda Vision,4,(800) 804-2020,http://yelp.com/biz/linda-vision-monterey-park,http://lindavision.com/,,511 E Garvey AveSte 201,Monterey Park,CA,91755
Natural,Lingua Vision Surgical Group,5,(714) 870-2010,http://yelp.com/biz/lingua-vision-surgical-group-fullerton,http://www.lingualasik.com,,301 W Bastanchury Rd,Fullerton,CA,92835
Natural,Live Life Optical,5,(562) 860-4590,http://yelp.com/biz/live-life-optical-lakewood-2,http://www.livelifeoptical.com,,11421 E Carson StSte D,Lakewood,CA,90715
Natural,Long Beach Family Optometry,4.5,(562) 421-4488,http://yelp.com/biz/long-beach-family-optometry-long-beach,http://www.longbeachoptometry.com,,6332 E Spring St,Long Beach,CA,90815
Natural,Los Alamitos Eyecare Optometry,5,(562) 430-0266,http://yelp.com/biz/los-alamitos-eyecare-optometry-los-alamitos,http://www.losalamitoseyecare.com,,10614 Los Alamitos Blvd,Los Alamitos,CA,90720
Natural,Los Alamitos Optometry,4,(562) 795-6111,http://yelp.com/biz/los-alamitos-optometry-los-alamitos-2,http://www.losaloptometry.com,,10771 Los Alamitos Blvd,Los Alamitos,CA,90720
Natural,Los Angeles EyeCare Optometry Group,5,(213) 628-7419,http://yelp.com/biz/los-angeles-eyecare-optometry-group-los-angeles-2,http://laeyecareoptometrygroup.com/,,334B E 2nd St,Los Angeles,CA,90012
Natural,Los Angeles Vision Center,4,(323) 934-2020,http://yelp.com/biz/los-angeles-vision-center-los-angeles,http://www.losangelesvisioncenter.com/,,5856 Wilshire Blvd,Los Angeles,CA,90036
Natural,Love Optometry,5,(949) 726-1696,http://yelp.com/biz/love-optometry-irvine,http://www.Loveoptometry.com,,13925 Yale AveSte 130,Irvine,CA,92620
Natural,LT Optometry,4.5,(714) 775-3237,http://yelp.com/biz/lt-optometry-westminster,http://www.ltoptometry.com,,9842 Bolsa AveSte 104,Westminster,CA,92683
Natural,"Luelinda Tomlin, OD",5,(562) 437-1276,http://yelp.com/biz/luelinda-tomlin-od-long-beach,http://www.tomlineyecare.com,,4409 E Los Coyotes Diagonal,Long Beach,CA,90815
Natural,"Lunchick Eric, OD",4.5,(818) 885-1954,http://yelp.com/biz/lunchick-eric-od-northridge-2,http://www.northridgeoptical.com/,,8956 Corbin Ave,Northridge,CA,91324
Natural,Luu Eye Care Optometry,4.5,(714) 494-1333,http://yelp.com/biz/luu-eye-care-optometry-westminster,http://www.luueyecare.com,,9351 Bolsa Ave,Westminster,CA,92683
Natural,LVC Optometry,5,(714) 596-2258,http://yelp.com/biz/lvc-optometry-huntington-beach-2,http://www.lvcoptometry.com,,7251 Warner AveSte H,Huntington Beach,CA,92647
Natural,Macy Eye Center,4.5,(310) 657-2777,http://yelp.com/biz/macy-eye-center-los-angeles,http://www.macyeyecenter.com,,8635 W 3rd StSte 360W,Los Angeles,CA,90048
Natural,Maison Optique Optometric Center,4.5,(310) 325-7799,http://yelp.com/biz/maison-optique-optometric-center-torrance,http://www.maisonoptique.com,,3525 Pacific Coast HwySte E,Torrance,CA,90505
Natural,Maloney Vision Institute,4.5,(310) 208-3937,http://yelp.com/biz/maloney-vision-institute-los-angeles-2,http://www.maloneyvision.com,,10921 Wilshire BlvdSte 900,Los Angeles,CA,90024
Natural,Manhattan Beach Vision Group,4.5,(310) 545-4585,http://yelp.com/biz/manhattan-beach-vision-group-manhattan-beach,http://www.manhattanvision.com,,946 Manhattan Beach Blvd,Manhattan Beach,CA,90266
Natural,Manio Vision Center,5,(310) 549-2020,http://yelp.com/biz/manio-vision-center-carson,https://sites.google.com/site/maniovisioncenterinc/home,,860 E Carson StSte 107,Carson,CA,90745
Natural,Marina Optometry,5,(310) 577-6608,http://yelp.com/biz/marina-optometry-marina-del-rey,http://visionsource-marinaoptometry.com/,,588 Washington Blvd,Marina del Rey,CA,90292
Natural,"Marinda Hofacre, OD",4,(909) 394-4545,http://yelp.com/biz/marinda-hofacre-od-san-dimas-2,http://www.hofacreoptometric.com/,,520 N Lone Hill Ave,San Dimas,CA,91773
Natural,"Mark A Chung, OD",5,(323) 650-0337,http://yelp.com/biz/mark-a-chung-od-west-hollywood-2,http://www.drmarkchung.com,,8205 Santa Monica BlvdSte 15,West Hollywood,CA,90046
Natural,"Mark A. Galvan, OD",4.5,(562) 698-0027,http://yelp.com/biz/mark-a-galvan-od-whittier,http://www.DrGalvan.com,,6711 Comstock Ave,Whittier,CA,90601
Natural,Mark J Piekarski,4.5,(714) 990-2782,http://yelp.com/biz/mark-j-piekarski-brea-2,http://www.piekarskioptometry.com/,,255 E Imperial Hwy,Brea,CA,92821
Natural,"Mark Kramar, MD",4.5,(818) 907-1038,http://yelp.com/biz/mark-kramar-md-encino,http://www.oaveyes.com,,16311 Ventura BlvdSte 750,Encino,CA,91436
Natural,"Martin D Guevara, OD",4.5,(310) 376-3436,http://yelp.com/biz/martin-d-guevara-od-hermosa-beach,http://www.drg4eyes.com/,,1003 Hermosa Ave,Hermosa Beach,CA,90254
Natural,"Martin Hyman, OD",4,(310) 208-3913,http://yelp.com/biz/martin-hyman-od-los-angeles,http://www.westwoodoptometriccenter.com,,Eye Martin Optometry918 Westwood Blvd,Los Angeles,CA,90024
Ad,Medx Dermatology & Skin Care,5,(949) 481-8881,http://www.yelp.com/biz/medx-dermatology-and-skin-care-ladera-ranch,http://www.medxladera.com/,,777 Corporate DrSte 150,Ladera Ranch,CA,92694
Natural,"Mel Honda, OD",5,(714) 543-9489,http://yelp.com/biz/mel-honda-od-santa-ana,http://drmelhonda.com,,1730 E 17th StSte G,Santa Ana,CA,92705
Ad,Melamed Eye Care Optometry,4.5,(323) 746-9658,http://www.yelp.com/biz/melamed-eye-care-optometry-los-angeles,http://www.melamedeyecare.com,,8213 Beverly Blvd,Los Angeles,CA,90048
Natural,Menifee Lakes Optometry,4.5,(951) 679-6910,http://yelp.com/biz/menifee-lakes-optometry-menifee,http://www.menifeeoptometry.com/,,30141 Antelope Rd,Menifee,CA,92584
Natural,"Mercedeh Motameni, OD, FAAO",4.5,(310) 391-6311,http://yelp.com/biz/mercedeh-motameni-od-faao-culver-city,http://www.culvercityoptometry.com/,,4125 Sepulveda Blvd,Culver City,CA,90230
