Ad?,Company Name,Stars,Phone Number,Yelp URL,Company URL,Email,Street Address,City,State,ZIP,Contacted?
Natural,"Maves Cosmetic Surgery, Dermatology, and Vein Center",N/A,(847) 421-0071,http://yelp.com/biz/maves-cosmetic-surgery-dermatology-and-vein-center-beach-park?osq=plastic+surgery,http://www.mavesmedical.com,,11316 W Wadsworth Rd,Beach Park,IL,60099,
Natural,Face and Body Plastic Surgery,N/A,(630) 794-0700,http://yelp.com/biz/face-and-body-plastic-surgery-naperville?osq=plastic+surgery,http://www.napervilleplasticsurgeon.net,,640 S Washington StSte 370,Naperville,IL,60540,Contacted
Natural,Plastic Surgery Consultants of Dupage,N/A,(630) 462-6858,http://yelp.com/biz/plastic-surgery-consultants-of-dupage-wheaton?osq=plastic+surgery,http://pscod.comWelcome.html,,199 Town SqSte H,Wheaton,IL,60187,
Natural,Suburban Plastic Surgery Assoc,N/A,(847) 755-1000,http://yelp.com/biz/suburban-plastic-surgery-assoc-hoffman-est?osq=plastic+surgery,http://www.suburbanplasticsurgery.com,,1585 Barrington Rd Ste 601,Hoffman Est,IL,60194,
Natural,Rocco & Rocco,4.5,(630) 810-0400,http://yelp.com/biz/rocco-and-rocco-downers-grove?osq=plastic+surgery,http://roccoandroccosalonanddayspa.com,,5127 Main St,Downers Grove,IL,60515,
Natural,Bliss Spa,3.5,(312) 266-9216,http://yelp.com/biz/bliss-spa-chicago?osq=plastic+surgery,http://www.blissworld.com,,644 N Lake Shore Dr,Chicago,IL,60611,
Natural,Indiana Plastic Surgery,N/A,(219) 513-2100,http://yelp.com/biz/indiana-plastic-surgery-munster?osq=plastic+surgery,http://www.drobinsonmd.com,,10110 Donald S Powers DrSte 201A,Munster,IN,46321,Contacted
Natural,Plastic & Resconstructive Surgery Center,N/A,(847) 577-6400,http://yelp.com/biz/plastic-and-resconstructive-surgery-center-arlington-heights?osq=plastic+surgery,http://www.plasticsurgerycenterchicago.com,,3443 N Kennicott Ave,Arlington Heights,IL,60004,Contacted
Natural,"Debartolo H M, MD",N/A,(630) 859-1818,http://yelp.com/biz/debartolo-h-m-md-sugar-grove-2?osq=plastic+surgery,http://www.debartoloclinic.com,,11 Debartolo Dr,Sugar Grove,IL,60554,
Natural,Sorelle,3.5,(773) 360-1111,http://yelp.com/biz/sorelle-chicago-3?osq=plastic+surgery,http://www.sorellechicago.com,,1905 W Division,Chicago,IL,60622,
Natural,Lake View Dental Associates,4,(773) 473-6322,http://yelp.com/biz/lake-view-dental-associates-chicago?osq=plastic+surgery,http://lvdachicago.com,,1014 W Belmont Ave,Chicago,IL,60657,Contacted
Ad,Midwest Vein Center,5,(888) 400-8346,http://www.yelp.com/biz/midwest-vein-center-downers-grove-3,http://www.midwestvein.com,,2001 Butterfield RdSte 100,Downers Grove,IL,60515,
Natural,"Douglas J Van Putten, MD FACS",N/A,(800) 653-7575,http://yelp.com/biz/douglas-j-van-putten-md-facs-michigan-city?osq=plastic+surgery,http://www.drvanputten.com,,8865 W 400 NSte 120,Michigan City,IN,46360,Contacted
Natural,Versa Medi Spa,3.5,(847) 382-6800,http://yelp.com/biz/versa-medi-spa-barrington-2?osq=plastic+surgery,http://www.yourskinforlife.com,,Van Dam Dermatology and Laser Center738 W NW Hwy,Barrington,IL,60010,Contacted
Natural,Jeta Skin Care and Laser Center,2,(312) 226-1851,http://yelp.com/biz/jeta-skin-care-and-laser-center-chicago?osq=plastic+surgery,http://www.jetaskincare.com,,1851 W Grand Ave,Chicago,IL,60622,Contacted
Natural,Refresh by Mary,5,(773) 677-7245,http://yelp.com/biz/refresh-by-mary-chicago?osq=plastic+surgery,http://www.refreshbymary.com,,,Chicago,IL,60657,
Natural,Northern Illinois Plastic Surgery Center,N/A,(815) 356-7000,http://yelp.com/biz/northern-illinois-plastic-surgery-center-crystal-lake?osq=plastic+surgery,http://www.nipsc.com,,5714 S Il Rte 31,Crystal Lake,IL,60014,
Natural,Thrive Integrative Medical Spa,3.5,(312) 932-9500,http://yelp.com/biz/thrive-integrative-medical-spa-chicago-3?osq=plastic+surgery,http://www.thrivemedspa.com,,875 N Dearborn St3rd Fl,Chicago,IL,60611,Contacted
Natural,Allure Skin & Laser Center,4.5,(630) 818-7546,http://yelp.com/biz/allure-skin-and-laser-center-addison-2?osq=plastic+surgery,http://www.allure630.com,,240 E Lake StSte 308,Addison,IL,60101,Contacted
Natural,Vamoose Tattoo Removal,4,(773) 687-8620,http://yelp.com/biz/vamoose-tattoo-removal-chicago-3?osq=plastic+surgery,http://vamoosetattooremoval.com,,4347 N Lincoln Ave,Chicago,IL,60618,Contacted
Ad,Allergy Partners of Chicago,N/A,(773) 775-2600,http://www.yelp.com/biz/allergy-partners-of-chicago-chicago,http://www.allergypartners.comchicago/default.aspx,,7447 W Talcott AveSte 422,Chicago,IL,60631,
Natural,"Reflexion Spa, a Warriors Retreat",5,(312) 600-8861,http://yelp.com/biz/reflexion-spa-chicago?osq=plastic+surgery,http://www.reflexionspa.com,,3416 North Sheffield,Chicago,IL,60657,
Natural,For Eyes Optical,4,(630) 629-5044,http://yelp.com/biz/for-eyes-optical-lombard?osq=plastic+surgery,http://locations.foreyes.comIL/LOMBARD/LMB-057/,,637 E Roosevelt Rd,Lombard,IL,60148,
Natural,TLC Laser Eye Center,4.5,(866) 596-2015,http://yelp.com/biz/tlc-laser-eye-center-westchester?osq=plastic+surgery,http://www.tlcvision.comcenters/chicago-westchester/?eventid=6880,,4 Westbrooke Corporate CenterSte 111,Westchester,IL,60154,
Natural,Enfuse Medical Spa,4,(773) 904-8310,http://yelp.com/biz/enfuse-medical-spa-chicago?osq=plastic+surgery,http://enfusemedspas.com,,1645 W North Ave,Chicago,IL,60622,Contacted
Natural,Lakeview Dermatology,3,(773) 281-9200,http://yelp.com/biz/lakeview-dermatology-chicago?osq=plastic+surgery,http://www.lakeviewderm.com,,3000 N Halsted StSte 409,Chicago,IL,60657,Contacted
Natural,Aespala MedSpa & Plastic Surgery,5,(630) 574-7777,http://yelp.com/biz/aespala-medspa-and-plastic-surgery-oak-brook-2?osq=plastic+surgery,http://aespalamedspa.com,,1600 16th St,Oak Brook,IL,60523,Contacted
Ad,"Premier Allergy, Asthma and Sinus Care",N/A,(224) 244-7891,http://www.yelp.com/biz/premier-allergy-asthma-and-sinus-care-chicago,http://www.premier-allergy.com,,2073 N Clybourn Ave,Chicago,IL,60614,
Ad,Northwestern Women___‰ä‹¢s Health Associates S.C.,N/A,(312) 440-9400,http://www.yelp.com/biz/northwestern-womens-health-associates-s-c-chicago-2,http://www.northwesternobgyn.com,,680 N Lake Shore DrSte 1200,Chicago,IL,60611,
Natural,Thorek Memorial Hospital,2,(773) 525-6780,http://yelp.com/biz/thorek-memorial-hospital-chicago?osq=plastic+surgery,http://www.thorek.org,,850 W Irving Park Rd,Chicago,IL,60613,
Natural,Derick Dermatology,3,(847) 381-8899,http://yelp.com/biz/derick-dermatology-barrington?osq=plastic+surgery,http://www.derickdermatology.com,,1531 S Grove AveSte 101,Barrington,IL,60010,Contacted
Natural,Marketplace Vision,4.5,(312) 455-1306,http://yelp.com/biz/marketplace-vision-chicago?osq=plastic+surgery,http://www.marketplacevision.com,,1306 S Halsted St,Chicago,IL,60607,Contacted
Natural,Chicago Hair Institute,5,(630) 932-9690,http://yelp.com/biz/chicago-hair-institute-oakbrook-terrace?osq=plastic+surgery,http://www.chicagohairinstitute.com,,1S280 Summit AveSte C4,Oakbrook Terrace,IL,60181,Contacted
Natural,Evanston Hospital,4,(847) 570-2000,http://yelp.com/biz/evanston-hospital-evanston?osq=plastic+surgery,http://www.northshore.orglocations/evanston,,2650 Ridge Ave,Evanston,IL,60201,
Natural,"Dean Toriumi, MD",2.5,(312) 255-8812,http://yelp.com/biz/dean-toriumi-md-chicago?osq=plastic+surgery,http://www.deantoriumiplasticsurgery.com,,900 N Michigan Ave,Chicago,IL,60611,
Natural,Ryan Lee Healing,5,(773) 807-5564,http://yelp.com/biz/ryan-lee-healing-chicago-4?osq=plastic+surgery,http://ryanleehealing.com,,,Chicago,IL,60645,
Natural,"Presence Saint Joseph Hospital, Chicago",3,(773) 665-3000,http://yelp.com/biz/presence-saint-joseph-hospital-chicago-chicago?osq=plastic+surgery,http://www.presencehealth.orglocations/hospitals/presence-saint-joseph-hospital-chicago,,2900 N Lake Shore Dr,Chicago,IL,60657,
Natural,Illinois Sports Medicine and Orthopedic Surgery,4.5,(847) 213-5444,http://yelp.com/biz/illinois-sports-medicine-and-orthopedic-surgery-morton-grove?osq=plastic+surgery,http://www.ismosc.com,,9000 Waukegan RdSte 120,Morton Grove,IL,60053,
Natural,Belleza Skin Care Institute,5,(630) 547-8040,http://yelp.com/biz/belleza-skin-care-institute-naperville?osq=plastic+surgery,http://www.bellezaskincare.com,,2155 City Gate LnSte 131,Naperville,IL,60563,
Natural,Savon Spa,4,(773) 348-7873,http://yelp.com/biz/savon-spa-chicago?osq=plastic+surgery,http://www.savonspa.com,,3635 N Halsted St,Chicago,IL,60613,
Natural,FreshSkin,2.5,(847) 681-8821,http://yelp.com/biz/freshskin-highland-park?osq=plastic+surgery,http://www.myfreshskin.com,,595 Elm PlSte 208,Highland Park,IL,60035,Contacted
Natural,Dermatology & Aesthetics of Wicker Park,4,(773) 276-1100,http://yelp.com/biz/dermatology-and-aesthetics-of-wicker-park-chicago?osq=plastic+surgery,http://wickerparkderm.com,,1455 N Milwaukee Ave2nd Fl,Chicago,IL,60622,
Natural,Serenity Day Spa,4.5,(708) 206-2750,http://yelp.com/biz/serenity-day-spa-flossmoor?osq=plastic+surgery,http://www.myserenitydayspa.com,,3329 Vollmer Rd,Flossmoor,IL,60422,
Natural,Rush University Medical Center,3.5,(312) 942-5000,http://yelp.com/biz/rush-university-medical-center-chicago-3?osq=plastic+surgery,http://www.rush.edu,,1653 W Congress Pkwy,Chicago,IL,60612,
Natural,Pandit Foot & Ankle Clinic,4,(708) 423-3668,http://yelp.com/biz/pandit-foot-and-ankle-clinic-evergreen-park?osq=plastic+surgery,http://www.panditfootandankle.com,,3830 W 95th StSte  104,Evergreen Park,IL,60805,Contacted
Natural,2x10 Nail Studio,4,(773) 784-2121,http://yelp.com/biz/2x10-nail-studio-chicago-4?osq=plastic+surgery,http://www.2x10studio.com,,1962 W Montrose Ave,Chicago,IL,60613,
Natural,Juana Shin,5,(312) 695-6022,http://yelp.com/biz/juana-shin-chicago?osq=plastic+surgery,http://northwesternplasticsurgery.comchicago-plastic-surgery/juana-shin-medical-aesthetician/,,"Northwestern Medicine675 N St Clair St, Ste 19",Chicago,IL,60611,Contacted
Natural,Forever Young Medspa,5,(312) 861-1953,http://yelp.com/biz/forever-young-medspa-chicago-2?osq=plastic+surgery,http://www.feymedspa.com,,111 E Wacker Dr,Chicago,IL,60601,
Ad,Illinois Allergy & Asthma Specialists,N/A,(847) 328-7909,http://www.yelp.com/biz/illinois-allergy-and-asthma-specialists-chicago,http://www.ilallergyasthma.com,,3000 N Halsted StSte 724,Chicago,IL,60657,
Natural,Custom Eyes,4.5,(773) 975-2015,http://yelp.com/biz/custom-eyes-chicago?osq=plastic+surgery,http://www.customeyes2020.com,,2110 W Roscoe St,Chicago,IL,60618,
Natural,Loyola University Medical Center,4,(888) 584-7888,http://yelp.com/biz/loyola-university-medical-center-maywood-3?osq=plastic+surgery,http://loyolamedicine.orgvisit-us/loyola-hospital,,2160 S 1st Ave,Maywood,IL,60153,
Natural,Timeless Spa and Salt Cave,3.5,(630) 428-0700,http://yelp.com/biz/timeless-spa-and-salt-cave-naperville?osq=plastic+surgery,http://www.timelessdayspa.com,,1324 E Ogden AveSte 100,Naperville,IL,60563,
Natural,Rush Oak Park Hospital,3,(708) 383-9300,http://yelp.com/biz/rush-oak-park-hospital-oak-park?osq=plastic+surgery,http://www.roph.org,,520 S Maple Ave,Oak Park,IL,60304,
Natural,Allyu Spa,4.5,(312) 755-1313,http://yelp.com/biz/allyu-spa-chicago-2?osq=plastic+surgery,http://www.allyuspa.com,,600 W Chicago Ave,Chicago,IL,60654,
Natural,Advocate Illinois Masonic Medical Center,2.5,(773) 975-1600,http://yelp.com/biz/advocate-illinois-masonic-medical-center-chicago?osq=plastic+surgery,http://www.advocatehealth.commasonic,,836 W Wellington Ave,Chicago,IL,60657,
Natural,Comprehensive Center For Women___‰ä‹¢s Medicine,3,(773) 435-1150,http://yelp.com/biz/comprehensive-center-for-womens-medicine-chicago?osq=plastic+surgery,http://www.ccwm.com,,1 E Delaware PlSte 501 &amp; 300,Chicago,IL,60611,Contacted
Natural,Midwest Sports Medicine Institute,3,(815) 267-8825,http://yelp.com/biz/midwest-sports-medicine-institute-plainfield-2?osq=plastic+surgery,http://www.gomidwestsports.com,,24600 W 127th StSte 240,Plainfield,IL,60585,Contacted
Natural,Advocate Lutheran General Hospital,3.5,(847) 723-2210,http://yelp.com/biz/advocate-lutheran-general-hospital-park-ridge?osq=plastic+surgery,http://www.advocatehealth.com,,1775 Dempster St,Park Ridge,IL,60068,
Natural,"Gordon J Siegel, MD, FACS",3,(312) 988-7777,http://yelp.com/biz/gordon-j-siegel-md-facs-chicago?osq=plastic+surgery,http://midwestearnosethroat.com,,"Midwest ENT3 E Huron St, 1st Fl",Chicago,IL,60611,
Natural,Merz Apothecary,4.5,(773) 989-0900,http://yelp.com/biz/merz-apothecary-chicago?osq=plastic+surgery,http://merzapothecary.com,,4716 N Lincoln Ave,Chicago,IL,60625,
Natural,Blueberry Moon - An Aveda Lifestyle Salon Spa,4.5,(773) 529-3333,http://yelp.com/biz/blueberry-moon-an-aveda-lifestyle-salon-spa-chicago?osq=plastic+surgery,http://www.blueberrymoon.combb/,,2108 N Halsted St,Chicago,IL,60614,
Natural,Balance Spa & Fitness Palmer House,4,(312) 422-1336,http://yelp.com/biz/balance-spa-and-fitness-palmer-house-chicago-2?osq=plastic+surgery,http://www.balancespachicago.com,,17 E Monroe St5th Fl,Chicago,IL,60603,
Natural,Eye Society,4.5,(312) 640-2405,http://yelp.com/biz/eye-society-chicago?osq=plastic+surgery,http://www.eyesoc.com,,230 E Ohio StSuite 120,Chicago,IL,60611,
Natural,Periodontics Ltd,4,(312) 641-2572,http://yelp.com/biz/periodontics-ltd-chicago?osq=plastic+surgery,http://www.periodonticsltd.com,,25 E Washington StSte 1125,Chicago,IL,60602,
Natural,The Pain Stop Massage Therapy,4.5,(773) 342-2081,http://yelp.com/biz/the-pain-stop-massage-therapy-chicago?osq=plastic+surgery,http://painstopchicago.com,,1326 N Milwaukee Ave,Chicago,IL,60622,
Natural,Summit Dermatology,4,(630) 627-3376,http://yelp.com/biz/summit-dermatology-villa-park?osq=plastic+surgery,http://www.oakbrookdermatology.com,,1S210 Summit Ave,Villa Park,IL,60181,
Natural,Mojo Spa,4.5,(773) 235-6656,http://yelp.com/biz/mojo-spa-chicago?osq=plastic+surgery,http://www.mojospa.com,,1468 N Milwaukee Ave,Chicago,IL,60622,
Natural,Foot Finesse,4,(847) 519-2188,http://yelp.com/biz/foot-finesse-schaumburg?osq=plastic+surgery,http://www.footfinesseil.com,,188 E Golf Rd,Schaumburg,IL,60173,
Natural,Zoetica,N/A,(312) 280-0800,http://yelp.com/biz/zoetica-chicago?osq=plastic+surgery,http://www.zoetica.net,,1250 N Lasalle Blvd,Chicago,IL,60610,
Natural,Walgreens,3,(773) 772-2370,http://yelp.com/biz/walgreens-chicago-143?osq=plastic+surgery,http://www.walgreens.comlocator/Walgreens-2001-N-MILWAUKEE-AVE-CHICAGO-IL-60647/id=9000,,2001 N Milwaukee Ave,Chicago,IL,60647,
Natural,Visionary Eye Care Professionals,4,(773) 275-2538,http://yelp.com/biz/visionary-eye-care-professionals-chicago?osq=plastic+surgery,http://www.visionaryec.com,,5222 N Clark St,Chicago,IL,60640,Contacted
Natural,Fitness Formula Clubs Oak Park,3,(708) 383-1114,http://yelp.com/biz/fitness-formula-clubs-oak-park-oak-park?osq=plastic+surgery,http://ffc.comhalstedstreet/,,1114 Lake St,Oak Park,IL,60301,
Natural,Fitness Formula Clubs South Loop,3,(312) 360-1151,http://yelp.com/biz/fitness-formula-clubs-south-loop-chicago-2?osq=plastic+surgery,http://ffc.com,,1151 S State St,Chicago,IL,60605,
Natural,B Rose Salon,4,(773) 296-9500,http://yelp.com/biz/b-rose-salon-chicago?osq=plastic+surgery,http://www.brosesalon.com,,3335 N Southport Ave,Chicago,IL,60657,
Natural,Grove Dental Associates,4,(630) 969-5350,http://yelp.com/biz/grove-dental-associates-downers-grove?osq=plastic+surgery,http://www.grovedental.com,,6800 Main StSte 315,Downers Grove,IL,60515,Contacted
Natural,Cityview Dental Arts,3.5,(773) 278-0600,http://yelp.com/biz/cityview-dental-arts-chicago?osq=plastic+surgery,http://cityviewdental.com,,2232 W Armitage Ave,Chicago,IL,60647,
Natural,"Ronjon Paul, MD",4,(630) 967-2225,http://yelp.com/biz/ronjon-paul-md-lombard?osq=plastic+surgery,http://dupagemedicalgroup.comour-physicians/P-Ronjon-Paul,,"Dupage Medical Group1801 S Highland Ave, Ste 110",Lombard,IL,60148,
Natural,ORA Dental Studio,4.5,(773) 227-6721,http://yelp.com/biz/ora-dental-studio-chicago-10?osq=plastic+surgery,http://www.oradentalstudio.com,,1854 W Division St,Chicago,IL,60622,
Natural,Anna George Hair Salon,2.5,(312) 856-0252,http://yelp.com/biz/anna-george-hair-salon-chicago?osq=plastic+surgery,http://www.annageorgesalon.com,,233 N Michigan Ave,Chicago,IL,60601,
Natural,Smile On Dental Salon & Sleep Apnea Center,5,(773) 525-5545,http://yelp.com/biz/smile-on-dental-salon-and-sleep-apnea-center-chicago?osq=plastic+surgery,http://www.smileonchicago.com,,1350 W Belmont AveSte 1,Chicago,IL,60657,
Natural,"Howard S Kotler, MD, FACS",4,(312) 567-2002,http://yelp.com/biz/howard-s-kotler-md-facs-chicago?osq=plastic+surgery,http://www.entchicago.com,,ENT Center at Mercy Hospital2525 S Michigan Ave - 1st Fl,Chicago,IL,60616,
Natural,ChiTown _ÍŒæTattoo Body Piercing,3.5,(773) 283-8696,http://yelp.com/biz/chitown-tattoo-body-piercing-chicago?osq=plastic+surgery,http://www.chitowntattoo.com,,5056 W Lawrence Ave,Chicago,IL,60630,
Natural,Look Nails,3,(773) 772-8298,http://yelp.com/biz/look-nails-chicago?osq=plastic+surgery,http://www.chicagolooknails.com,,2640 N Milwaukee Ave,Chicago,IL,60647,
Natural,Evanston Dental Care,5,(847) 864-6951,http://yelp.com/biz/evanston-dental-care-evanston?osq=plastic+surgery,http://www.evanstondc.com,,1560 Sherman AveSte 520,Evanston,IL,60201,
Natural,Northwestern Medical Faculty Foundation,2,(312) 695-8106,http://yelp.com/biz/northwestern-medical-faculty-foundation-chicago-4?osq=plastic+surgery,http://www.nmff.org,,676 N St Clair St,Chicago,IL,60611,
Natural,Barrington Dental Wellness Center,4,(847) 842-2410,http://yelp.com/biz/barrington-dental-wellness-center-barrington?osq=plastic+surgery,http://www.barringtondentalwellnesscenter.com,,1531 S GROVE AVE S 106,Barrington,IL,60010,
Natural,Lisle Dental Center,3.5,(630) 360-9020,http://yelp.com/biz/lisle-dental-center-lisle?osq=plastic+surgery,http://www.lisledentalcenter.com,,4712 Main St,Lisle,IL,60532,
Natural,Glenbrook Oral & Maxillofacial Surgery,4,(847) 998-8959,http://yelp.com/biz/glenbrook-oral-and-maxillofacial-surgery-glenview?osq=plastic+surgery,http://www.omfsurg.com,,3633 W Lake Ave,Glenview,IL,60026,
Natural,Northwestern Memorial Hospital Emergency Room,3,(312) 926-2000,http://yelp.com/biz/northwestern-memorial-hospital-emergency-room-chicago?osq=plastic+surgery,http://www.nmh.org,,250 E Erie St,Chicago,IL,60686,
Ad,Elite Performance Chiropractic,5,(312) 573-1800,http://www.yelp.com/biz/elite-performance-chiropractic-chicago,http://www.eliteperformancechicago.com,,750 N OrleansSuite 303,Chicago,IL,60654,
Natural,XSport Fitness,3,(847) 329-9100,http://yelp.com/biz/xsport-fitness-skokie?osq=plastic+surgery,http://www.xsportfitness.com,,3450 W Touhy Ave,Skokie,IL,60076,
Natural,Modern Dental on Division,4,(773) 489-5700,http://yelp.com/biz/modern-dental-on-division-chicago?osq=plastic+surgery,http://moderndentalchicago.com,,2033 W Division St,Chicago,IL,60622,
Natural,Heavenly Massage & Spa,3.5,(847) 891-6314,http://yelp.com/biz/heavenly-massage-and-spa-schaumburg?osq=plastic+surgery,http://www.heavenlymassage.com,,351 S Barrington Rd,Schaumburg,IL,60193,
Natural,Madry Plastic Surgery,N/A,(847) 382-9902,http://yelp.com/biz/madry-plastic-surgery-elk-grove?osq=plastic+surgery,http://www.drmadryplasticandreconstructive.com,,810 Biesterfield RdSte 308,Elk Grove,IL,60007,Contacted
Natural,Webster Dental Care,3.5,(773) 528-8900,http://yelp.com/biz/webster-dental-care-chicago-4?osq=plastic+surgery,http://www.webdentalchicago.com,,2829 N Lincoln Ave,Chicago,IL,60657,
Natural,Sparrow Dental,5,(773) 525-2920,http://yelp.com/biz/sparrow-dental-chicago?osq=plastic+surgery,http://www.sparrowdental.com,,2920 N Ashland Ave,Chicago,IL,60657,
Natural,Cornerstone Dental Care,3.5,(773) 584-1622,http://yelp.com/biz/cornerstone-dental-care-chicago?osq=plastic+surgery,http://cornerstonedentalcares.com,,5324 N Elston Ave,Chicago,IL,60630,
Natural,Ren Spa Salon Studio,2,(773) 896-5999,http://yelp.com/biz/ren-spa-salon-studio-chicago?osq=plastic+surgery,http://www.renspasalonstudio.com,,1859 N Elston Ave,Chicago,IL,60642,
Ad,Chicago Nasal & Sinus Center,4,(312) 372-9355,http://www.yelp.com/biz/chicago-nasal-and-sinus-center-chicago,http://www.chicagonasalsinuscenter.com,,111 W Washington StSte 903,Chicago,IL,60602,
Natural,America___‰ä‹¢s Best Contacts & Eyeglasses,2.5,(773) 394-7029,http://yelp.com/biz/americas-best-contacts-and-eyeglasses-chicago-4?osq=plastic+surgery,http://www.americasbest.com?utm_source=yelp,,2663 N Elston Ave,Chicago,IL,60647,
Natural,Sage Community Health Collective,5,(312) 582-4458,http://yelp.com/biz/sage-community-health-collective-chicago-2?osq=plastic+surgery,http://sagecommunityhealth.org,,2514 W Armitage AveSte 205,Chicago,IL,60647,
Natural,Lakeview Immediate Care,3.5,(773) 227-3669,http://yelp.com/biz/lakeview-immediate-care-chicago?osq=plastic+surgery,http://www.lakeviewimmediatecare.com,,1645 A W School St,Chicago,IL,60657,
Natural,"Richard L Persino, MD FACOG",3.5,(815) 459-1212,http://yelp.com/biz/richard-l-persino-md-facog-crystal-lake-2?osq=plastic+surgery,http://mercyhealthsystem.orgphysician/richard-l-persino-md-facog/,,750 E Terra Cotta Ave,Crystal Lake,IL,60014,
Natural,Raby Institute for Integrative Medicine,3,(312) 276-1212,http://yelp.com/biz/raby-institute-for-integrative-medicine-chicago?osq=plastic+surgery,http://www.rabyinstitute.com,,500 N Michigan AveSte 2100,Chicago,IL,60611,
Natural,"Douglas A Henning, MD",5,(815) 455-0850,http://yelp.com/biz/douglas-a-henning-md-crystal-lake?osq=plastic+surgery,http://mercyhealthsystem.orgphysician/douglas-a-henning-md/,,390 E Congress Pkwy,Crystal Lake,IL,60014,
Natural,Jade Dragon,2,(773) 736-6960,http://yelp.com/biz/jade-dragon-chicago?osq=plastic+surgery,http://www.jadedragontattoo.com,,5331 W Belmont Ave,Chicago,IL,60641,
Natural,Smiling Bright,4.5,(312) 662-1108,http://yelp.com/biz/smiling-bright-chicago-2?osq=plastic+surgery,http://www.smiling-bright.com,,3168 N Lincoln,Chicago,IL,60657,
Natural,A New You Plastic Surgery & Laser Center,5,(708) 424-3999,http://yelp.com/biz/a-new-you-plastic-surgery-and-laser-center-oak-lawn?osq=plastic+surgery,http://www.anewyou.net,,4944 W 95th St,Oak Lawn,IL,60453,Contacted
Ad,Hearing Lab,N/A,(773) 697-3983,http://www.yelp.com/biz/hearing-lab-chicago-2,http://www.hearinglab.com,,2844 N Sheridan,Chicago,IL,60657,
Natural,"Suburban Ear, Nose & Throat Associates",3,(847) 259-2530,http://yelp.com/biz/suburban-ear-nose-and-throat-associates-arlington-heights?osq=plastic+surgery,http://www.subent.com,,880 W Central RdSte 7200,Arlington Heights,IL,60005,
Natural,"Dangles J George, MD",N/A,(708) 274-8700,http://yelp.com/biz/dangles-j-george-md-palos-heights?osq=plastic+surgery,http://www.danglesmd.com,,11845 SW HwyUnit 12,Palos Heights,IL,60463,
Natural,Dean Optical,4,(312) 332-4461,http://yelp.com/biz/dean-optical-chicago-2?osq=plastic+surgery,http://www.eyecarecenterchicagoil.com,,209 S La Salle StSte 120,Chicago,IL,60604,
Natural,Contacts and Specs,4,(773) 880-5400,http://yelp.com/biz/contacts-and-specs-chicago?osq=plastic+surgery,http://www.contactsandspecs.com,,3144 N Broadway St,Chicago,IL,60657,
Natural,Lee Dental Clinic,5,(773) 281-7351,http://yelp.com/biz/lee-dental-clinic-chicago?osq=plastic+surgery,http://www.leedentalclinic.com,,3811 N Broadway St,Chicago,IL,60613,
Natural,"Razdolsky Yan, DDS",4,(847) 215-7554,http://yelp.com/biz/razdolsky-yan-dds-buffalo-grove?osq=plastic+surgery,http://www.razdolsky.com,,600 W Lake Cook RdSte 150,Buffalo Grove,IL,60089,
Natural,Galter LifeCenter,4,(773) 878-9936,http://yelp.com/biz/galter-lifecenter-chicago-2?osq=plastic+surgery,http://www.galterlifecenter.org,,5157 N Francisco Ave,Chicago,IL,60625,
Natural,Dental Specialists of Niles,1,(847) 685-6686,http://yelp.com/biz/dental-specialists-of-niles-niles-3?osq=plastic+surgery,http://www.dentalspecialistsofniles.com,,8216 W Oakton St,Niles,IL,60714,
Natural,Michigan Avenue Dental Associates,2,(312) 922-9595,http://yelp.com/biz/michigan-avenue-dental-associates-chicago-2?osq=plastic+surgery,http://www.madachicago.com,,122 S Michigan AveSte 1212,Chicago,IL,60603,
Ad,MVP Chiropractic,5,(312) 912-7512,http://www.yelp.com/biz/mvp-chiropractic-chicago,http://mvpchiro.com,,401 W Ontario StSte 150,Chicago,IL,60654,
Ad,Fox Valley Vein Centers,5,(815) 786-3222,http://www.yelp.com/biz/fox-valley-vein-centers-sandwich,http://www.foxvalleyveincenters.com,,831 E Sandhurst Dr,Sandwich,IL,60548,Contacted
Natural,Physical Therapy Renaissance,N/A,(630) 850-7565,http://yelp.com/biz/physical-therapy-renaissance-hinsdale?osq=plastic+surgery,http://www.ptrenaissance.com,,911 N Elm StSte 308,Hinsdale,IL,60521,
Natural,"Vic Khanna, MD",4.5,(847) 458-7546,http://yelp.com/biz/vic-khanna-md-algonquin-2?osq=plastic+surgery,http://www.dermspecialistsil.com,,2430 Esplanade Dr,Algonquin,IL,60102,Contacted
Natural,"Monica Gavran, MD",5,(815) 337-7100,http://yelp.com/biz/monica-gavran-md-woodstock?osq=plastic+surgery,http://mercyhealthsystem.orgphysician/monica-gavran-md/,,2000 Lake Ave,Woodstock,IL,60098,
Natural,"Mykola Lisowsky, DPM",5,(815) 337-7100,http://yelp.com/biz/mykola-lisowsky-dpm-woodstock?osq=plastic+surgery,http://mercyhealthsystem.org,,2000 Lake Ave,Woodstock,IL,60098,
Natural,"Patrick E Phelan, MD",5,(815) 337-7100,http://yelp.com/biz/patrick-e-phelan-md-woodstock?osq=plastic+surgery,http://mercyhealthsystem.orgphysician/patrick-e-phelan-md/,,2000 Lake Ave,Woodstock,IL,60098,
Natural,Elite Dental Care,4,(630) 968-8439,http://yelp.com/biz/elite-dental-care-downers-grove?osq=plastic+surgery,http://www.smilesbyelite.com,,4121 Fairview AveSte 205,Downers Grove,IL,60515,
