Ad?,Company Name,Stars,Phone Number,Yelp URL,Company URL,Email,Street Address,City,State,ZIP,Exception
Natural,"Extreme Design, LLC",N/A,(713) 496-2413,http://yelp.com/biz/extreme-design-llc-houston,http://www.ExtremeDesignLLC.net,,702 Broadway St,Houston,TX,77012,
Natural,"Fonseca Design Group, Inc",N/A,(281) 997-6199,http://yelp.com/biz/fonseca-design-group-inc-pearland,http://www.fonsecadesigngroup.com/,,2947 E BroadwaySte 200,Pearland,TX,77581,
Natural,"EDI International, Inc",N/A,(713) 375-1400,http://yelp.com/biz/edi-international-inc-houston,http://www.EDI-International.com,,10550 Richmond AveSte 160,Houston,TX,77042,
Natural,Griffin Dewatering Corp,N/A,(713) 676-8000,http://yelp.com/biz/griffin-dewatering-corp-houston,http://www.griffindewatering.com,,5306 Clinton Dr,Houston,TX,77020,
Natural,Houston Permit Expediter,N/A,(713) 452-0306,http://yelp.com/biz/houston-permit-expediter-houston,http://www.houstonpermitexpediter.com,,4407 Trl Lake Dr,Houston,TX,77045,
Natural,Charles W Ligon AIA Architects Inc,N/A,(713) 526-1288,http://yelp.com/biz/charles-w-ligon-aia-architects-inc-houston-2,http://www.charlesligonarchitects.com/,,3100 Richmond AveSte 107,Houston,TX,77098,
Natural,Shade House Development,N/A,(713) 802-1641,http://yelp.com/biz/shade-house-development-houston,http://www.shadehousedev.com,,734 Tulane St,Houston,TX,77007,
Natural,Somera Pirtle Architecture Design,N/A,(713) 526-8992,http://yelp.com/biz/somera-pirtle-architecture-design-houston,http://www.somera-pirtle.com/,,1207B Dunlavy St,Houston,TX,77019,
Natural,Chamblee + Associates LLC,N/A,(713) 202-6388,http://yelp.com/biz/chamblee-associates-llc-houston-2,http://chambleeandassociates.com,,6665 Park Ln,Houston,TX,77023,
Natural,Reich Fauchet Design,N/A,(832) 576-7846,http://yelp.com/biz/reich-fauchet-design-houston,http://www.rfdhouston.com,,1213 Lakin St,Houston,TX,77007,
Natural,Venetian Stairs,N/A,(713) 481-1188,http://yelp.com/biz/venetian-stairs-houston,http://www.venetianstairs.com,,"","","","",
Natural,Chase Collaborative,N/A,(713) 723-4878,http://yelp.com/biz/chase-collaborative-houston,http://www.chasecollaborative.com,,10002 Willowgrove Dr,Houston,TX,77035,
Natural,Ashwood Designs & Custom Homes,4.5,(281) 435-3696,http://yelp.com/biz/ashwood-designs-and-custom-homes-houston,http://customhomedesignerhoustontx.com,,"",Houston,TX,77025,
Natural,AR Design Studio,N/A,(832) 900-7519,http://yelp.com/biz/ar-design-studio-houston,http://www.ar-designstudio.com,,3615 Glenmore Dr,Houston,TX,77023,
Natural,Studio RED Architects,N/A,(713) 622-5333,http://yelp.com/biz/studio-red-architects-houston,http://www.studioredarchitects.com,,1320 McGowen St,Houston,TX,77004,
Natural,Adams Designers,N/A,(713) 473-3303,http://yelp.com/biz/adams-designers-houston,http://www.adamsd.com,,8118 Park Pl BlvdSte 220,Houston,TX,77017,
Natural,Levy Morton L Archt,N/A,(713) 723-7430,http://yelp.com/biz/levy-morton-l-archt-houston,,,,,,,undefined method `[]' for nil:NilClass
Natural,Studio Design Build,N/A,(832) 377-8805,http://yelp.com/biz/studio-design-build-houston,http://www.studiodesignbuild.net,,1814 Prospect St,Houston,TX,77004,
Natural,S & K Architects & Planners Inc,N/A,(713) 953-7333,http://yelp.com/biz/s-and-k-architects-and-planners-inc-houston,http://www.sandkarch.com,,6430 Richmond AveSte 270,Houston,TX,77057,
Natural,"m ARCHITECTS, LLC",N/A,(713) 227-0070,http://yelp.com/biz/m-architects-llc-houston,http://www.m-architects.com,,1206 Nance St,Houston,TX,77002,
Natural,Gary R. Chandler Architecture Interiors,N/A,(713) 665-1314,http://yelp.com/biz/chandler-gary-r-architecture-and-interiors-houston,http://grchandlerarchitecture.com,,9718 Checkerboard St,Houston,TX,77096,
Natural,"Archicon Construction, Inc",N/A,(281) 748-0474,http://yelp.com/biz/archicon-construction-inc-houston-2,http://www.acondb.com,,6804 Blintiff Dr,Houston,TX,77074,
Natural,Spencer Howard,N/A,(713) 470-9896,http://yelp.com/biz/spencer-howard-houston-3,http://www.spencerhoward.net,,1122 Wyatt St,Houston,TX,77023,
Natural,"Hashmet Wali & Associates, Inc.",N/A,(713) 334-3200,http://yelp.com/biz/hashmet-wali-and-associates-inc-houston,http://www.waliandassociates.com,,8914 Daffodil St,Houston,TX,77063,
Natural,Whr Architects Inc,N/A,(713) 665-5665,http://yelp.com/biz/whr-architects-inc-houston,http://www.whrarchitects.com,,1111 Louisiana St26th Fl,Houston,TX,77002,
Natural,Carlin-White Associates,N/A,(713) 783-8040,http://yelp.com/biz/carlin-white-associates-houston,http://www.carlinwhite.com,,5906 Dolores StSte 100,Houston,TX,77057,
Natural,Citiscape International Inc,N/A,(713) 783-3188,http://yelp.com/biz/citiscape-international-inc-houston,,,,,,,undefined method `[]' for nil:NilClass
Natural,Houston Plans and Permits,3.0,(281) 372-1555,http://yelp.com/biz/houston-plans-and-permits-houston,http://www.plansandpermits.net,,1415 North Loop West Fwy750,Houston,TX,77008,
Natural,Radian Architecture,N/A,(713) 933-0507,http://yelp.com/biz/radian-architecture-houston,http://www.radianarchitecture.com,,10101 Southwest FwySte 205,Houston,TX,77074,
Natural,Curtis & Windham Architects,N/A,(713) 942-7251,http://yelp.com/biz/curtis-and-windham-architects-houston-2,http://www.curtisandwindham.com,,3815 Montrose BlvdSte 100,Houston,TX,77006,
Natural,Hightower Charles E Aia,N/A,(713) 669-8005,http://yelp.com/biz/hightower-charles-e-aia-bellaire,,,,,,,undefined method `[]' for nil:NilClass
Natural,Gin Designs,N/A,(281) 616-5106,http://yelp.com/biz/gin-designs-houston,http://www.gindesigns.com,,3227 Milam St,Houston,TX,77006,
Natural,PBK Architects,N/A,(713) 965-0608,http://yelp.com/biz/pbk-architects-houston,http://www.PBK.com,,11 Greenway Plz22nd Fl,Houston,TX,77046,
Natural,The Terraces At Dunlavy,N/A,(713) 524-2670,http://yelp.com/biz/the-terraces-at-dunlavy-houston,,,,,,,undefined method `[]' for nil:NilClass
Natural,Jim Gwin Archt,N/A,(713) 529-6262,http://yelp.com/biz/jim-gwin-archt-houston,http://www.buildingarchitecthouston.com/,,3100 Edloe StSte 320,Houston,TX,77027,
Natural,"Murphy Mears Architects, Inc.",N/A,(713) 529-9933,http://yelp.com/biz/murphy-mears-architects-inc-houston,http://www.murphymears.com,,1973 W Gray StSte 13,Houston,TX,77019,
Natural,Powers Brown Architecture,N/A,(713) 224-0456,http://yelp.com/biz/powers-brown-architecture-houston,,,,,,,undefined method `[]' for nil:NilClass
Natural,Friendswood Engineering Company,N/A,(281) 636-4142,http://yelp.com/biz/friendswood-engineering-company-friendswood,,,,,,,undefined method `[]' for nil:NilClass
Natural,Tn Associates,1.0,(713) 521-1042,http://yelp.com/biz/tn-associates-houston,,,,,,,undefined method `[]' for nil:NilClass
Natural,AEA Architects,N/A,(713) 777-0700,http://yelp.com/biz/aea-architectural-and-engineering-houston,http://architecturecompanyhoustontx.com,,6750 Sands Point DrApt 1,Houston,TX,77074,
Natural,American Institute of Architects Houston Chapter,N/A,(713) 520-0155,http://yelp.com/biz/american-institute-of-architects-houston-chapter-houston,http://www.aiahouston.org,,315 CapitolSte 120,Houston,TX,77002,
Natural,TDCK Architects,N/A,(713) 977-1311,http://yelp.com/biz/tdck-architects-houston,http://tdck.brocknunn.com,,5855 Sovereign DrSte  B,Houston,TX,77036,
Natural,Asakura Robinson,N/A,(713) 337-5830,http://yelp.com/biz/asakura-robinson-houston,http://www.asakurarobinson.com,,1902 Washington AveSte A,Houston,TX,77007,
Natural,Preston Wood and Associates,N/A,(713) 522-2724,http://yelp.com/biz/preston-wood-and-associates-houston-2,http://www.jackprestonwood.com,,1113 Vine StSte 240,Houston,TX,77002,
Natural,Abel Design Group,N/A,(713) 622-8899,http://yelp.com/biz/abel-design-group-houston,http://www.abeldesigngroup.com,,777 Post Oak BlvdSte 350,Houston,TX,77056,
Natural,Arcon Architects,N/A,(281) 316-6392,http://yelp.com/biz/arcon-architects-league-city-2,http://www.arcon-architects.com,,5010 W Main StSte A,League City,TX,77573,
Natural,Pallets For Houston,N/A,(917) 774-5394,http://yelp.com/biz/pallets-for-houston-houston,http://www.palletsforhouston.com,,5809 Lyons Ave,Houston,TX,77022,
Natural,Jacobs Architectural Group,N/A,(713) 446-4421,http://yelp.com/biz/jacobs-architectural-group-houston,http://www.jacobsarchitecturalgroup.com,,5773 Woodway DrStudio 20,Houston,TX,77057,
Natural,RAM Architects And Builders LLC,N/A,(713) 952-7224,http://yelp.com/biz/ram-architects-and-builders-houston,http://designarchitecthouston.com,,3600 South Gessner RoadSuite 230,Houston,TX,77063,
Natural,Intelligent Design-City/Building/­Occupancey Permits,N/A,(713) 857-3268,http://yelp.com/biz/intelligent-design-city-building-occupancey-permits-houston-2,http://www.intelligentdesignsite.com,,8787 Woodway Dr,Houston,TX,77063,
Natural,Kirksey Archtct,N/A,(713) 850-9600,http://yelp.com/biz/kirksey-archtct-houston,,,,,,,undefined method `[]' for nil:NilClass
Natural,Cameron Architect,N/A,(713) 666-2185,http://yelp.com/biz/cameron-architect-houston,,,,,,,undefined method `[]' for nil:NilClass
Natural,Neos Architects,N/A,(713) 237-8882,http://yelp.com/biz/neos-architects-houston,http://www.neosarchitects.com/,,7026 Old Katy RoadSte 307,Houston,TX,77024,
Natural,Baker Hughes Incorporated,N/A,(281) 276-5400,http://yelp.com/biz/baker-hughes-incorporated-sugar-land-2,http://www.bakerhughes.com/,,12645 W Airport Blvd,Sugar Land,TX,77478,
Natural,Lockwood Andrews & Newnam,N/A,(713) 266-6900,http://yelp.com/biz/lockwood-andrews-and-newnam-houston,,,,,,,undefined method `[]' for nil:NilClass
Natural,A I Drafting Services,N/A,(832) 844-5094,http://yelp.com/biz/a-i-drafting-services-houston,http://www.aidraftingservices.com,,3003 Seagler RdSte 1217,Houston,TX,77042,
Natural,Evergreen Design Group,N/A,(800) 680-6630,http://yelp.com/biz/evergreen-design-group-houston,http://www.landscape-architects-houston.com,,2500 City W BlvdSte 300,Houston,TX,77042,
Natural,"Garcia Design Associates, LLC",N/A,(713) 686-6060,http://yelp.com/biz/garcia-design-associates-llc-houston,http://www.garciadesignassociates.com,,8955 Katy FreewaySte 106,Houston,TX,77024,
Natural,Newberry Campa Design Studio LLC,N/A,(713) 862-7992,http://yelp.com/biz/newberry-campa-design-studio-llc-houston,http://www.newberrycampa.com/,,708 E 19th St,Houston,TX,77008,
Natural,Logical Cad Solutions LLC,N/A,(832) 264-7847,http://yelp.com/biz/logical-cad-solutions-llc-houston-2,http://www.logicalcadsolutions.com,,13829 Trumetvine St,Houston,TX,77083,
Natural,"Logical CAD Solutions, LLC",N/A,(832) 264-7847,http://yelp.com/biz/logical-cad-solutions-llc-houston-3,http://www.logicalcadsolutions.com,,13829 Trumpetvine St,Houston,TX,77083,
Natural,Kitchen N Bath Creations,2.5,(281) 920-3200,http://yelp.com/biz/kitchen-n-bath-creations-houston,http://www.kitchennbathcreations.com/,,14144 Westhiemer RdSte 130,Houston,TX,77077,
Natural,Wes Thomas Designs,N/A,(281) 565-6060,http://yelp.com/biz/wes-thomas-designs-sugar-land,http://www.westhomasdesigns.com,,6306 Box Bluff Ct,Sugar Land,TX,77479,
Natural,Fkp Architects,5.0,(713) 621-2100,http://yelp.com/biz/fkp-architects-houston,http://www.canstruction-houston.com,,8 Greenway Plz Ste 220,Houston,TX,77046,
Natural,Texas Tempered Glass,N/A,(713) 697-2828,http://yelp.com/biz/texas-tempered-glass-houston-2,,,,,,,undefined method `[]' for nil:NilClass
Natural,Purser Architectural,N/A,(281) 293-9291,http://yelp.com/biz/purser-architectural-houston,http://houstonbuildingarchitect.com,,14780 Memorial DriveSuite #215,Houston,TX,77079,
Natural,Contreras Design Group,N/A,(832) 385-0106,http://yelp.com/biz/contreras-design-group-kemah,,,,,,,undefined method `[]' for nil:NilClass
Natural,KYD Architectural Design,N/A,(713) 690-1136,http://yelp.com/biz/kyd-architectural-design-houston,http://www.kyd.com/,,5615 NW Central DrSte C-108,Houston,TX,77092,
Natural,Cato Industrial Group,N/A,(713) 491-6539,http://yelp.com/biz/cato-industrial-group-houston,http://www.highpilepermits.com,,14521 Old Katy RdSte 232,Houston,TX,77079,
Natural,SSM Design Build,N/A,(979) 324-7890,http://yelp.com/biz/ssm-design-build-houston,http://www.ssmdesignbuild.com,,"","","","",
Natural,Hass Horizontal,N/A,(281) 447-4277,http://yelp.com/biz/hass-horizontal-houston,http://hasshorizontal.com/,,6402 Breen Dr,Houston,TX,77086,
Natural,Tomball Stone & Graphics,N/A,(281) 734-2712,http://yelp.com/biz/tomball-stone-and-graphics-houston,,,,,,,undefined method `[]' for nil:NilClass
Natural,Axoscape,N/A,(832) 604-7462,http://yelp.com/biz/axoscape-houston,http://www.axoscape.com,,519 North Sam Houston Pkwy ESte 155,Houston,TX,77060,
Natural,Miller William K Aia,N/A,(713) 436-1053,http://yelp.com/biz/miller-william-k-aia-pearland,,,,,,,undefined method `[]' for nil:NilClass
Natural,Paragon Protective Covers,N/A,(281) 441-4438,http://yelp.com/biz/paragon-protective-covers-humble,http://www.paragonppc.com,,7022 Bender Rd,Humble,TX,77396,
Natural,BHA Hutchison & Associates,N/A,(281) 422-8213,http://yelp.com/biz/bha-hutchison-and-associates-baytown,http://www.bhainc.com,,1209 Decker DrSte 100,Baytown,TX,77520,
Natural,Triad Retail Construction,N/A,(281) 485-4700,http://yelp.com/biz/triad-retail-construction-pearland,,,,,,,undefined method `[]' for nil:NilClass
Natural,Kamma Group,N/A,(713) 434-8100,http://yelp.com/biz/kamma-group-houston,,,,,,,undefined method `[]' for nil:NilClass
Natural,McGuff Associates Architects,N/A,(281) 485-5200,http://yelp.com/biz/mcguff-associates-architects-pearland,,,,,,,undefined method `[]' for nil:NilClass
Natural,Luxury Palapas,N/A,(832) 310-4620,http://yelp.com/biz/luxury-palapas-houston,http://luxurypalapas.com/,,4850 W Orem Dr,Houston,TX,77045,
Natural,STG Design,N/A,(713) 871-9191,http://yelp.com/biz/stg-design-houston,http://www.stgdesign.com,,3200 SW FwySte 3070,Houston,TX,77027,
Natural,W P & Associates Architects Engineers & Plnnrs,N/A,(713) 667-6400,http://yelp.com/biz/w-p-and-associates-architects-engineers-and-plnnrs-houston,,,,,,,undefined method `[]' for nil:NilClass
Natural,Joffko Associates,N/A,(832) 736-9898,http://yelp.com/biz/joffko-associates-pearland,,,,,,,undefined method `[]' for nil:NilClass
Natural,AMERICAN HOME DESIGNERS,N/A,(281) 648-2100,http://yelp.com/biz/american-home-designers-friendswood,http://www.americanhomedesigners.com,,150 W Shadowbend Ave,Friendswood,TX,77546,
Natural,Fehr-Grossman-Cox Architects,N/A,(713) 797-0404,http://yelp.com/biz/fehr-grossman-cox-architects-houston,,,,,,,undefined method `[]' for nil:NilClass
Natural,M A Architecture Studio,N/A,(713) 440-0083,http://yelp.com/biz/m-a-architecture-studio-houston,http://www.maarchitecturestudio.com,,5910 Grace Ln,Houston,TX,77021,
Natural,Durand & Smith Designs,N/A,(832) 286-4334,http://yelp.com/biz/durand-and-smith-homes-houston,http://www.durandsmith.com/,,3845 Cypress Creek Pkwy Suite 230,Houston,TX,77068,
Natural,BPM Group,N/A,(713) 661-8881,http://yelp.com/biz/bpm-group-houston,,,,,,,undefined method `[]' for nil:NilClass
Natural,Walker James S Archtct,N/A,(713) 741-2013,http://yelp.com/biz/walker-james-s-archtct-houston,,,,,,,undefined method `[]' for nil:NilClass
Natural,Harper Roy Aia and Associates,N/A,(713) 668-9989,http://yelp.com/biz/harper-roy-aia-and-associates-houston,,,,,,,undefined method `[]' for nil:NilClass
Natural,Bianchi Architects,N/A,(713) 523-4800,http://yelp.com/biz/bianchi-architects-houston-2,,,,,,,undefined method `[]' for nil:NilClass
Natural,Hill Sherry Tseng Archtct,N/A,(713) 728-9351,http://yelp.com/biz/hill-sherry-tseng-archtct-houston,,,,,,,undefined method `[]' for nil:NilClass
Natural,Carpenter & Associates,N/A,(713) 644-1600,http://yelp.com/biz/carpenter-and-associates-houston,,,,,,,undefined method `[]' for nil:NilClass
Natural,Studio King Architects,N/A,(713) 864-3444,http://yelp.com/biz/studio-king-architects-houston,http://www.studioking.us,,1824 Spring StreetStudio 113,Houston,TX,77007,
Natural,Edmundo,N/A,(713) 721-4333,http://yelp.com/biz/edmundo-houston,,,,,,,undefined method `[]' for nil:NilClass
Natural,Peters Patrick,N/A,(713) 661-1185,http://yelp.com/biz/peters-patrick-houston,,,,,,,undefined method `[]' for nil:NilClass
Natural,Rd Architecture,N/A,(713) 432-7377,http://yelp.com/biz/rd-architecture-houston,,,,,,,undefined method `[]' for nil:NilClass
Natural,Rpm Design Group,N/A,(713) 524-9524,http://yelp.com/biz/rpm-design-group-houston,,,,,,,undefined method `[]' for nil:NilClass
Natural,Pacific Consulting Group,N/A,(281) 799-4800,http://yelp.com/biz/pacific-consulting-group-houston,http://pcg-us.com/home.html,,8915 Aberdeen Park Dr,Houston,TX,77095,
Natural,Morningside Architects,N/A,(713) 529-2630,http://yelp.com/biz/morningside-architects-houston,http://www.morningsidearchitects.com,,2406 Tangley St,Houston,TX,77005,
Natural,Lundy Victor A & Associates,N/A,(713) 349-0460,http://yelp.com/biz/lundy-victor-a-and-associates-houston,,,,,,,undefined method `[]' for nil:NilClass
Natural,Design Build,N/A,(713) 527-7300,http://yelp.com/biz/design-build-houston,,,,,,,undefined method `[]' for nil:NilClass
Natural,Vaughn Clarkson Architects,N/A,(713) 521-9904,http://yelp.com/biz/vaughn-clarkson-architects-houston,,,,,,,undefined method `[]' for nil:NilClass
Natural,Three Square Design Group,N/A,(713) 662-9988,http://yelp.com/biz/three-square-design-group-houston,http://www.threesquaredesigngroup.com,,"2444 Times Blvd, Suite 222",Houston,TX,77005,
Natural,Jackson Guy W Archtct,N/A,(713) 526-5436,http://yelp.com/biz/jackson-guy-w-archtct-houston,,,,,,,undefined method `[]' for nil:NilClass
Natural,Jackson & Ryan Architects,N/A,(713) 526-5436,http://yelp.com/biz/jackson-and-ryan-architects-houston,,,,,,,undefined method `[]' for nil:NilClass
Natural,Ryan Jeffrey Archtct,N/A,(713) 526-5436,http://yelp.com/biz/ryan-jeffrey-archtct-houston,,,,,,,undefined method `[]' for nil:NilClass
Natural,Taft Architects,N/A,(713) 522-2988,http://yelp.com/biz/taft-architects-houston,http://www.taftarchitects.com,,2370 Rice Blvd Ste 112,Houston,TX,77005,
Natural,Sanders & Sanders Associates,N/A,(713) 522-9733,http://yelp.com/biz/sanders-and-sanders-associates-houston,,,,,,,undefined method `[]' for nil:NilClass
Natural,LSC Engineering Consultant,N/A,(281) 795-3736,http://yelp.com/biz/lsc-engineering-consultant-houston,http://lscengineering.com/,,12819 Gulf Fwy,Houston,TX,77034,
Natural,Brunsting Carl H Architect,N/A,(713) 522-2778,http://yelp.com/biz/brunsting-carl-h-architect-houston,,,,,,,undefined method `[]' for nil:NilClass
Natural,Maldonado Ernesto L Archtct,N/A,(713) 521-3353,http://yelp.com/biz/maldonado-ernesto-l-archtct-houston,,,,,,,undefined method `[]' for nil:NilClass
Natural,Glassman Shoemake Maldonado Architect,N/A,(713) 521-3353,http://yelp.com/biz/glassman-shoemake-maldonado-architect-houston,,,,,,,undefined method `[]' for nil:NilClass
Natural,Frederick Anthony Archtct,N/A,(713) 528-1776,http://yelp.com/biz/frederick-anthony-archtct-houston,,,,,,,undefined method `[]' for nil:NilClass
Natural,Shoemake Carrie Glassman Archtct,N/A,(713) 521-3353,http://yelp.com/biz/shoemake-carrie-glassman-archtct-houston,,,,,,,undefined method `[]' for nil:NilClass
Natural,Intexure Architects,N/A,(713) 236-0071,http://yelp.com/biz/intexure-architects-houston,http://www.intexure.com,,1815 Southmore Blvd,Houston,TX,77004,
Natural,Myers Jonathan Aia Architect,N/A,(713) 723-0059,http://yelp.com/biz/myers-jonathan-aia-architect-houston,,,,,,,undefined method `[]' for nil:NilClass
Natural,Dansby & Miller AIA Architects,N/A,(281) 464-9900,http://yelp.com/biz/dansby-and-miller-aia-architects-houston-2,,,,,,,undefined method `[]' for nil:NilClass
Natural,Miller William K aia,N/A,(281) 464-9900,http://yelp.com/biz/miller-william-k-aia-houston-2,,,,,,,undefined method `[]' for nil:NilClass
Natural,"Kamran Mouzoon Architects, PC",N/A,(713) 526-4388,http://yelp.com/biz/kamran-mouzoon-architects-pc-houston,http://www.kmarch.us,,2434 Robinhood StSte E,Houston,TX,77005,
Natural,Wittenberg Partnership Architects,N/A,(713) 528-6739,http://yelp.com/biz/wittenberg-partnership-architects-houston,,,,,,,undefined method `[]' for nil:NilClass
Natural,Grenader Nonya Architect,N/A,(713) 524-1841,http://yelp.com/biz/grenader-nonya-architect-houston,,,,,,,undefined method `[]' for nil:NilClass
Natural,Gingrich & Assoc Architects,N/A,(713) 942-8244,http://yelp.com/biz/gingrich-and-assoc-architects-houston,,,,,,,undefined method `[]' for nil:NilClass
Natural,Sasser Shannon Aia,N/A,(713) 807-0550,http://yelp.com/biz/sasser-shannon-aia-houston,,,,,,,undefined method `[]' for nil:NilClass
Natural,Smith & Company Architects,N/A,(713) 524-4202,http://yelp.com/biz/smith-and-company-architects-houston,,,,,,,undefined method `[]' for nil:NilClass
Natural,Curry Boudreaux Architects,N/A,(713) 523-8787,http://yelp.com/biz/curry-boudreaux-architects-houston,,,,,,,undefined method `[]' for nil:NilClass
Natural,Hill Swift Architect,N/A,(281) 433-3397,http://yelp.com/biz/hill-swift-architect-houston,http://www.hillswiftarchitects.com,,"",Houston,TX,77005,
Natural,Goree Fred Aia,N/A,(713) 660-6102,http://yelp.com/biz/goree-fred-aia-bellaire,,,,,,,undefined method `[]' for nil:NilClass
Natural,Gabriel Architects,N/A,(713) 840-0477,http://yelp.com/biz/gabriel-architects-houston,,,,,,,undefined method `[]' for nil:NilClass
Natural,Stern William F,N/A,(713) 527-0186,http://yelp.com/biz/stern-william-f-houston,,,,,,,undefined method `[]' for nil:NilClass
Natural,Bucek David Archtct,N/A,(713) 527-0186,http://yelp.com/biz/bucek-david-archtct-houston,,,,,,,undefined method `[]' for nil:NilClass
Natural,Stern & Bucek Architects,N/A,(713) 527-0186,http://yelp.com/biz/stern-and-bucek-architects-houston,,,,,,,undefined method `[]' for nil:NilClass
Natural,Mirador Group,N/A,(713) 626-4770,http://yelp.com/biz/mirador-group-bellaire-2,http://www.miradorgroup.com,,6575 West Loop S Ste 570,Bellaire,TX,77401,
Natural,"Zarea Architecture, Inc.",N/A,(713) 965-4800,http://yelp.com/biz/zarea-architecture-inc-houston,http://www.zareainc.com,,1509 Holman StSte 100,Houston,TX,77004,
Natural,Arctec Associates,N/A,(713) 592-9500,http://yelp.com/biz/arctec-associates-bellaire,,,,,,,undefined method `[]' for nil:NilClass
Natural,Arctec Consultants,N/A,(713) 592-9501,http://yelp.com/biz/arctec-consultants-bellaire,,,,,,,undefined method `[]' for nil:NilClass
Natural,Urban Architecture Houston,N/A,(713) 523-2156,http://yelp.com/biz/urban-architecture-houston-houston,,,,,,,undefined method `[]' for nil:NilClass
Natural,Brave Architecture,N/A,(713) 524-5858,http://yelp.com/biz/brave-architecture-houston,,,,,,,undefined method `[]' for nil:NilClass
Natural,Griffin Architects,N/A,(713) 524-9431,http://yelp.com/biz/griffin-architects-houston,,,,,,,undefined method `[]' for nil:NilClass
Natural,Appel Natalye Archt,N/A,(713) 522-7992,http://yelp.com/biz/appel-natalye-archt-houston,,,,,,,undefined method `[]' for nil:NilClass
Natural,Urban Lofts Townhomes,N/A,(713) 522-6441,http://yelp.com/biz/urban-lofts-townhomes-houston,,,,,,,undefined method `[]' for nil:NilClass
Natural,Hughes Building & Design,N/A,(713) 529-4954,http://yelp.com/biz/hughes-building-and-design-houston,,,,,,,undefined method `[]' for nil:NilClass
Natural,Gravitas Devlopement Solutions Incorporated,N/A,(713) 520-1030,http://yelp.com/biz/gravitas-devlopement-solutions-incorporated-bellaire,,,,,,,undefined method `[]' for nil:NilClass
Natural,Harper Courtney Partners,N/A,(713) 521-7379,http://yelp.com/biz/harper-courtney-partners-houston,,,,,,,undefined method `[]' for nil:NilClass
Natural,Bailey Architects,N/A,(713) 524-2155,http://yelp.com/biz/bailey-architects-houston,http://www.baileyarchitects.com,,4100 S Shepherd Dr,Houston,TX,77098,
Natural,McCm Architects,N/A,(713) 523-6070,http://yelp.com/biz/mccm-architects-houston,http://www.mccmarchitects.com,,4101 Greenbriar St Ste 300,Houston,TX,77098,
Natural,Barrier Free Design Associates,N/A,(713) 529-2827,http://yelp.com/biz/barrier-free-design-associates-houston,,,,,,,undefined method `[]' for nil:NilClass
Natural,Wilson Marshall Associates Inc Archtcts,N/A,(713) 526-6666,http://yelp.com/biz/wilson-marshall-associates-inc-archtcts-houston,,,,,,,undefined method `[]' for nil:NilClass
Natural,Houchins John F Archt,N/A,(713) 522-6094,http://yelp.com/biz/houchins-john-f-archt-houston,,,,,,,undefined method `[]' for nil:NilClass
Natural,Cre8,N/A,(713) 526-2738,http://yelp.com/biz/cre8-houston,,,,,,,undefined method `[]' for nil:NilClass
Natural,Phillips Irving Faia,N/A,(713) 521-0112,http://yelp.com/biz/phillips-irving-faia-houston,,,,,,,undefined method `[]' for nil:NilClass
Natural,Interloop A D,N/A,(713) 522-0739,http://yelp.com/biz/interloop-a-d-houston,,,,,,,undefined method `[]' for nil:NilClass
Natural,James Ray Architects,N/A,(713) 528-5744,http://yelp.com/biz/james-ray-architects-houston,http://www.jamesrayarchitects.com,,1427 W Alabama St,Houston,TX,77006,
Natural,Moseley Associates Inc Architects,N/A,(713) 528-2481,http://yelp.com/biz/moseley-associates-inc-architects-houston,,,,,,,undefined method `[]' for nil:NilClass
Natural,Architects-Plus,N/A,(713) 533-1370,http://yelp.com/biz/architects-plus-houston,,,,,,,undefined method `[]' for nil:NilClass
Natural,Collins Architects,N/A,(713) 522-4220,http://yelp.com/biz/collins-architects-houston,,,,,,,undefined method `[]' for nil:NilClass
Natural,Rtkl Associates,N/A,(713) 838-9200,http://yelp.com/biz/rtkl-associates-houston,,,,,,,undefined method `[]' for nil:NilClass
Natural,Milton Architects,N/A,(713) 522-4171,http://yelp.com/biz/milton-architects-houston,http://www.miltonarchitects.com/,,4204 Stanford St,Houston,TX,77006,
Natural,Archimage,N/A,(713) 523-3425,http://yelp.com/biz/archimage-houston,http://www.archimageonline.com,,4200 Montrose Blvd Ste 330,Houston,TX,77006,
Natural,Ewald Philip Architecture,N/A,(713) 522-1977,http://yelp.com/biz/ewald-philip-architecture-houston,,,,,,,undefined method `[]' for nil:NilClass
Natural,Benckenstein & Frey Architects,N/A,(713) 522-8400,http://yelp.com/biz/benckenstein-and-frey-architects-houston,,,,,,,undefined method `[]' for nil:NilClass
Natural,Bnim Architects,N/A,(713) 528-4545,http://yelp.com/biz/bnim-architects-houston,,,,,,,undefined method `[]' for nil:NilClass
Natural,Berkebile Nelson Immenschuh McDowell Architects,N/A,(713) 528-4545,http://yelp.com/biz/berkebile-nelson-immenschuh-mcdowell-architects-houston,,,,,,,undefined method `[]' for nil:NilClass
Natural,Neuhaus W O Associates-Architects,N/A,(713) 523-5107,http://yelp.com/biz/neuhaus-w-o-associates-architects-houston,,,,,,,undefined method `[]' for nil:NilClass
Natural,Newell’s Designs,N/A,(281) 392-3034,http://yelp.com/biz/newells-designs-katy,http://www.newellsdesigns.com,,22531 Lost Creek Rd,Katy,TX,77450,
Natural,Heard Kathy Design,N/A,(713) 522-5522,http://yelp.com/biz/heard-kathy-design-houston,,,,,,,undefined method `[]' for nil:NilClass
Natural,Swart Architects,N/A,(713) 524-0120,http://yelp.com/biz/swart-architects-houston,,,,,,,undefined method `[]' for nil:NilClass
